"tower_id","city","mode_operator","distinct_operator_count","mode_state","distinct_state_count","mode_network_type","distinct_network_type_count","total_observations","avg_uptime_percentage","total_downtime_minutes","total_outage_count","total_users_affected","impactful_outage_observations","repeat_outage_indicator"
"JOS-9517","Jos","9mobile","2","Abia","2","2G","3","3","93.51","280.36","5","697","2",1
"JOS-9519","Jos","Glo","1","FCT","1","4G","1","1","98.73","18.29","0","0","0",0
"JOS-9521","Jos","MTN","1","Anambra","1","3G","1","1","93.68","91.01","3","208","1",0
"JOS-9522","Jos","9mobile","2","Kebbi","2","4G","1","2","93.44","188.92","1","637","2",1
"JOS-9525","Jos","Airtel","1","Anambra","1","3G","1","1","95.69","62.06","3","0","0",0
"JOS-9526","Jos","Glo","1","Borno","1","4G","1","1","85.30","211.68","1","152","1",0
"JOS-9529","Jos","MTN","1","Kano","1","4G","1","1","88.41","166.90","0","171","1",0
"JOS-9532","Jos","Airtel","2","Cross River","2","4G","1","2","94.93","146.16","2","268","1",0
"JOS-9534","Jos","Glo","1","Gombe","1","4G","1","1","87.61","178.42","2","352","1",0
"JOS-9537","Jos","MTN","1","Zamfara","1","4G","1","1","98.85","16.56","5","0","0",0
"JOS-9539","Jos","Glo","1","Borno","1","2G","1","1","91.71","119.38","2","439","1",0
"JOS-9541","Jos","9mobile","1","Bauchi","1","5G","1","1","87.05","186.48","0","63","1",0
"JOS-9545","Jos","9mobile","1","Rivers","1","4G","1","1","92.34","110.30","5","105","1",0
"JOS-9546","Jos","9mobile","1","Edo","1","4G","1","1","95.69","62.06","0","0","0",0
"JOS-9547","Jos","MTN","1","Oyo","1","4G","1","1","92.61","106.42","3","50","1",0
"JOS-9548","Jos","Airtel","1","Bauchi","2","4G","1","2","87.73","353.52","2","960","2",1
"JOS-9549","Jos","9mobile","1","Benue","1","3G","1","1","94.35","81.36","1","279","1",0
"JOS-9550","Jos","9mobile","1","Cross River","1","4G","1","1","95.52","64.51","0","0","0",0
"JOS-9552","Jos","Airtel","1","Imo","1","3G","1","1","94.99","72.14","5","223","1",0
"JOS-9553","Jos","9mobile","1","Borno","1","3G","1","1","95.87","59.47","5","0","0",0
"JOS-9554","Jos","Airtel","1","Anambra","1","5G","1","1","88.70","162.72","1","325","1",0
"JOS-9556","Jos","Glo","1","Kwara","1","3G","2","2","91.75","237.60","4","315","1",0
"JOS-9559","Jos","Airtel","1","Taraba","1","4G","1","1","89.79","147.02","5","147","1",0
"JOS-9560","Jos","9mobile","1","Imo","1","3G","1","1","89.50","151.20","0","392","1",0
"JOS-9561","Jos","9mobile","1","Gombe","1","3G","1","1","86.19","198.86","5","456","1",0
"JOS-9562","Jos","Glo","1","Jigawa","1","4G","1","1","93.28","96.77","1","319","1",0
"JOS-9563","Jos","Airtel","1","Bauchi","1","4G","1","1","98.35","23.76","2","0","0",0
"JOS-9564","Jos","9mobile","2","Delta","3","3G","2","3","90.66","403.49","13","1169","3",1
"JOS-9566","Jos","MTN","2","Gombe","3","2G","3","3","95.50","194.39","4","361","1",0
"JOS-9570","Jos","Airtel","1","Abia","1","4G","1","1","85.77","204.91","0","186","1",0
"JOS-9573","Jos","9mobile","1","Edo","1","3G","1","1","88.24","169.34","3","77","1",0
"JOS-9574","Jos","Airtel","1","Katsina","1","2G","1","1","86.54","193.82","2","427","1",0
"JOS-9580","Jos","Airtel","1","Niger","1","4G","1","1","94.03","85.97","1","250","1",0
"JOS-9581","Jos","Airtel","1","Plateau","1","4G","1","1","88.21","169.78","3","328","1",0
"JOS-9584","Jos","MTN","1","Katsina","1","4G","1","1","92.99","100.94","2","463","1",0
"JOS-9587","Jos","MTN","1","Borno","2","2G","1","2","92.98","202.17","5","658","2",1
"JOS-9590","Jos","Airtel","1","Niger","1","4G","1","1","91.59","121.10","0","297","1",0
"JOS-9594","Jos","Airtel","1","Yobe","1","4G","1","1","91.58","121.25","4","442","1",0
"JOS-9595","Jos","9mobile","1","Bayelsa","1","4G","1","1","93.29","96.62","5","71","1",0
"JOS-9596","Jos","9mobile","2","Enugu","3","4G","2","3","95.51","193.83","5","303","2",1
"JOS-9597","Jos","Airtel","1","Kwara","1","2G","1","1","92.99","100.94","5","207","1",0
"JOS-9598","Jos","9mobile","1","Rivers","1","4G","1","1","90.77","132.91","5","114","1",0
"JOS-9599","Jos","MTN","1","Adamawa","1","4G","1","1","91.66","120.10","0","157","1",0
"JOS-9601","Jos","9mobile","1","Kogi","1","3G","1","1","87.53","179.57","5","475","1",0
"JOS-9602","Jos","MTN","1","Ondo","1","3G","1","1","85.05","215.28","4","147","1",0
"JOS-9603","Jos","9mobile","2","Benue","2","4G","1","2","89.70","296.79","1","753","2",1
"JOS-9604","Jos","Airtel","1","Kogi","1","2G","1","1","96.94","44.06","2","0","0",0
"JOS-9605","Jos","9mobile","1","Bayelsa","1","4G","1","1","89.91","145.30","0","418","1",0
"JOS-9606","Jos","9mobile","2","Ekiti","2","3G","2","2","93.88","176.40","1","126","1",0
"JOS-9607","Jos","Glo","2","Niger","2","3G","2","2","95.97","116.06","8","130","1",0
"JOS-9610","Jos","Airtel","1","Ekiti","2","3G","1","2","93.80","178.56","5","92","1",0
"JOS-9611","Jos","9mobile","1","Borno","2","2G","2","2","94.10","170.07","4","460","1",0
"JOS-9612","Jos","Glo","1","Yobe","1","4G","1","1","90.87","131.47","4","284","1",0
"JOS-9617","Jos","Glo","1","Lagos","1","4G","1","1","93.69","90.86","4","236","1",0
"JOS-9619","Jos","MTN","1","FCT","1","3G","1","1","86.16","199.30","1","262","1",0
"JOS-9622","Jos","MTN","1","Bauchi","1","3G","1","1","86.26","197.86","4","397","1",0
"JOS-9623","Jos","Glo","1","Sokoto","1","4G","1","1","94.66","76.90","5","250","1",0
"JOS-9624","Jos","Glo","1","Ebonyi","1","3G","1","1","92.06","114.34","4","288","1",0
"JOS-9625","Jos","Glo","1","Ogun","1","4G","1","1","86.71","191.38","5","216","1",0
"JOS-9626","Jos","MTN","1","Osun","1","4G","1","1","96.33","52.85","2","0","0",0
"JOS-9627","Jos","9mobile","1","Lagos","1","4G","1","1","96.41","51.70","5","0","0",0
"JOS-9628","Jos","9mobile","2","Gombe","2","2G","2","2","97.12","83.09","8","0","0",0
"JOS-9629","Jos","MTN","1","Jigawa","1","3G","1","1","88.51","165.46","4","289","1",0
"JOS-9631","Jos","MTN","1","Sokoto","1","4G","1","1","86.06","200.74","0","434","1",0
"JOS-9632","Jos","9mobile","3","Anambra","3","3G","2","3","88.88","480.38","11","841","3",1
"JOS-9633","Jos","9mobile","1","Adamawa","1","3G","1","1","86.08","200.45","1","204","1",0
"JOS-9634","Jos","MTN","1","Osun","1","4G","1","1","97.69","33.26","3","0","0",0
"JOS-9635","Jos","9mobile","2","Ekiti","2","2G","2","2","95.89","118.36","2","341","1",0
"JOS-9636","Jos","Airtel","1","FCT","1","4G","1","1","98.67","19.15","5","0","0",0
"JOS-9638","Jos","MTN","1","Ekiti","2","4G","1","2","92.00","230.55","2","776","2",1
"JOS-9639","Jos","Glo","1","Ekiti","1","4G","1","1","85.12","214.27","5","386","1",0
"JOS-9640","Jos","Glo","1","Anambra","1","4G","1","1","99.13","12.53","0","0","0",0
"JOS-9641","Jos","Airtel","1","Kano","1","3G","1","1","98.17","26.35","0","0","0",0
"JOS-9643","Jos","Glo","1","Jigawa","1","4G","1","1","98.58","20.45","2","0","0",0
"JOS-9644","Jos","Glo","2","Bayelsa","2","3G","2","2","89.54","301.39","6","589","2",1
"JOS-9646","Jos","9mobile","2","Akwa Ibom","4","4G","2","4","92.70","420.76","11","883","3",1
"JOS-9647","Jos","9mobile","1","Plateau","1","4G","1","1","88.06","171.94","5","200","1",0
"JOS-9649","Jos","9mobile","2","Niger","2","3G","2","2","97.32","77.18","8","0","0",0
"JOS-9650","Jos","9mobile","1","Borno","1","4G","1","1","90.43","137.81","0","425","1",0
"JOS-9652","Jos","MTN","1","Yobe","1","3G","1","1","90.04","143.42","3","278","1",0
"JOS-9653","Jos","9mobile","1","Ebonyi","1","4G","1","1","94.26","82.66","2","498","1",0
"JOS-9655","Jos","Glo","1","Rivers","1","2G","1","1","95.25","68.40","1","0","0",0
"JOS-9656","Jos","Airtel","1","Katsina","1","4G","1","1","97.58","34.85","2","0","0",0
"JOS-9659","Jos","9mobile","2","Delta","2","4G","1","2","89.33","307.29","5","563","2",1
"JOS-9661","Jos","Airtel","1","Kano","1","4G","1","1","86.13","199.73","1","173","1",0
"JOS-9664","Jos","Airtel","1","Bayelsa","1","4G","1","1","99.46","7.78","0","0","0",0
"JOS-9665","Jos","9mobile","1","Abia","1","4G","1","1","98.98","14.69","0","0","0",0
"JOS-9666","Jos","MTN","1","FCT","1","3G","1","1","86.56","193.54","3","154","1",0
"JOS-9667","Jos","Glo","1","Enugu","2","4G","1","2","86.66","384.19","3","819","2",1
"JOS-9668","Jos","MTN","1","Bayelsa","1","3G","1","1","94.33","81.65","0","263","1",0
"JOS-9669","Jos","9mobile","1","Kwara","1","4G","1","1","89.91","145.30","0","396","1",0
"JOS-9673","Jos","Glo","2","Anambra","2","4G","1","2","90.22","281.67","1","533","2",1
"JOS-9674","Jos","9mobile","1","Kebbi","1","3G","1","1","99.74","3.74","0","0","0",0
"JOS-9675","Jos","Airtel","1","Edo","1","4G","1","1","97.87","30.67","4","0","0",0
"JOS-9680","Jos","9mobile","2","FCT","3","4G","2","3","92.69","315.65","5","330","2",1
"JOS-9684","Jos","Glo","1","Kano","1","4G","1","1","98.20","25.92","5","0","0",0
"JOS-9685","Jos","Airtel","1","Oyo","1","3G","1","1","94.67","76.75","3","404","1",0
"JOS-9687","Jos","Airtel","1","Rivers","1","4G","1","1","95.10","70.56","3","0","0",0
"JOS-9689","Jos","Glo","1","Kogi","1","4G","1","1","94.96","72.58","2","419","1",0
"JOS-9690","Jos","MTN","1","Edo","2","4G","1","2","89.58","300.10","5","505","2",1
"JOS-9691","Jos","Airtel","1","FCT","1","4G","1","1","86.85","189.36","2","258","1",0
"JOS-9692","Jos","Airtel","1","Bauchi","1","2G","1","1","92.88","102.53","1","478","1",0
"JOS-9693","Jos","MTN","1","Plateau","1","4G","1","1","94.10","84.96","3","413","1",0
"JOS-9695","Jos","MTN","1","Delta","1","4G","1","1","96.50","50.40","3","0","0",0
"JOS-9698","Jos","Glo","1","Rivers","1","4G","1","1","98.51","21.46","5","0","0",0
"JOS-9699","Jos","MTN","1","Nasarawa","1","3G","1","1","87.18","184.61","4","319","1",0
"JOS-9700","Jos","Airtel","1","Katsina","1","2G","1","1","99.15","12.24","0","0","0",0
"JOS-9701","Jos","MTN","1","Taraba","1","4G","1","1","87.30","182.88","4","162","1",0
"JOS-9702","Jos","9mobile","2","Edo","2","4G","1","2","90.65","269.28","4","382","1",0
"JOS-9704","Jos","Airtel","1","Oyo","1","4G","1","1","96.10","56.16","0","0","0",0
"JOS-9708","Jos","9mobile","1","Jigawa","1","3G","1","1","94.46","79.78","3","84","1",0
"JOS-9711","Jos","Glo","1","Gombe","1","5G","1","1","94.84","74.30","2","81","1",0
"JOS-9712","Jos","9mobile","2","FCT","2","3G","2","2","92.08","228.24","4","446","1",0
"JOS-9713","Jos","Glo","2","Nasarawa","2","4G","1","2","93.58","184.89","5","354","1",0
"JOS-9715","Jos","Airtel","1","Yobe","1","3G","1","1","90.47","137.23","2","330","1",0
"JOS-9716","Jos","9mobile","1","Ondo","2","3G","2","2","89.00","316.94","6","487","2",1
"JOS-9717","Jos","MTN","4","Bayelsa","5","3G","2","5","91.71","597.17","13","435","3",1
"JOS-9719","Jos","9mobile","1","Rivers","1","3G","1","1","96.39","51.98","2","0","0",0
"JOS-9722","Jos","Airtel","1","Katsina","1","4G","1","1","96.00","57.60","4","0","0",0
"JOS-9724","Jos","9mobile","2","Benue","2","4G","1","2","95.99","115.49","5","193","1",0
"JOS-9727","Jos","Glo","1","Gombe","1","5G","1","1","86.88","188.93","4","95","1",0
"JOS-9728","Jos","Airtel","2","Anambra","3","3G","3","3","91.01","388.36","5","548","2",1
"JOS-9729","Jos","Airtel","2","Nasarawa","1","4G","1","2","90.44","275.33","5","313","2",1
"JOS-9730","Jos","Airtel","2","Enugu","3","4G","2","3","94.82","223.64","4","897","2",1
"JOS-9731","Jos","Glo","1","Sokoto","1","3G","1","1","98.55","20.88","2","0","0",0
"JOS-9733","Jos","9mobile","3","Bauchi","3","3G","2","3","94.13","253.44","4","277","2",1
"JOS-9735","Jos","9mobile","1","Jigawa","1","4G","1","1","96.93","44.21","4","0","0",0
"JOS-9737","Jos","Glo","2","Oyo","2","4G","1","2","97.96","58.75","3","0","0",0
"JOS-9742","Jos","Glo","1","Gombe","2","4G","1","2","89.82","293.33","8","696","2",1
"JOS-9743","Jos","Airtel","1","Ekiti","1","3G","1","1","92.95","101.52","0","161","1",0
"JOS-9745","Jos","9mobile","1","Cross River","1","4G","1","1","93.54","93.02","2","397","1",0
"JOS-9746","Jos","Airtel","1","Borno","1","4G","1","1","93.57","92.59","2","149","1",0
"JOS-9752","Jos","Glo","2","Abia","2","2G","2","2","88.31","336.81","1","742","2",1
"JOS-9755","Jos","9mobile","2","Gombe","2","3G","1","2","97.92","60.05","1","0","0",0
"JOS-9757","Jos","Airtel","1","Kogi","1","4G","1","1","92.96","101.38","1","238","1",0
"JOS-9759","Jos","9mobile","2","Ondo","2","4G","1","2","90.31","279.21","3","361","2",1
"JOS-9761","Jos","9mobile","1","Ogun","1","4G","1","1","97.03","42.77","5","0","0",0
"JOS-9763","Jos","MTN","1","Kebbi","1","4G","1","1","95.39","66.38","2","0","0",0
"JOS-9764","Jos","MTN","1","Benue","3","4G","2","3","95.79","182.02","6","117","1",0
"JOS-9768","Jos","Airtel","1","Bauchi","1","4G","1","1","93.89","87.98","1","188","1",0
"JOS-9771","Jos","MTN","1","Adamawa","1","4G","1","1","94.53","78.77","0","437","1",0
"JOS-9773","Jos","Glo","1","Edo","1","4G","1","1","98.55","20.88","0","0","0",0
"JOS-9775","Jos","9mobile","1","Adamawa","1","4G","1","1","90.72","133.63","0","374","1",0
"JOS-9779","Jos","Glo","1","Akwa Ibom","1","4G","1","1","93.04","100.22","1","307","1",0
"JOS-9780","Jos","MTN","1","Kano","1","3G","1","1","92.56","107.14","2","58","1",0
"JOS-9783","Jos","Glo","1","FCT","1","3G","1","1","94.08","85.25","0","329","1",0
"JOS-9785","Jos","9mobile","1","Katsina","1","4G","1","1","88.13","170.93","0","72","1",0
"JOS-9787","Jos","Airtel","3","Abia","3","4G","2","3","95.07","213.12","10","277","1",0
"JOS-9788","Jos","9mobile","1","Adamawa","2","4G","1","2","86.48","389.52","6","168","2",1
"JOS-9789","Jos","9mobile","2","Abia","2","4G","1","2","97.23","79.92","4","0","0",0
"JOS-9790","Jos","9mobile","1","Benue","1","3G","1","1","90.66","134.50","3","205","1",0
"JOS-9791","Jos","9mobile","2","Akwa Ibom","2","4G","1","2","89.54","301.39","5","688","2",1
"JOS-9792","Jos","9mobile","1","Enugu","1","3G","1","1","87.75","176.40","2","445","1",0
"JOS-9796","Jos","9mobile","2","Abia","3","4G","2","3","93.18","294.49","7","518","2",1
"JOS-9798","Jos","Airtel","1","Borno","1","4G","1","1","98.58","20.45","3","0","0",0
"JOS-9801","Jos","9mobile","2","Nasarawa","1","4G","1","2","91.28","251.13","5","327","2",1
"JOS-9802","Jos","Glo","1","Ebonyi","1","3G","1","1","94.07","85.39","5","372","1",0
"JOS-9803","Jos","MTN","1","Benue","1","4G","1","1","99.36","9.22","0","0","0",0
"JOS-9805","Jos","Glo","1","Delta","1","4G","1","1","95.64","62.78","3","0","0",0
"JOS-9806","Jos","Airtel","2","Cross River","2","3G","2","2","97.84","62.35","5","0","0",0
"JOS-9809","Jos","Glo","2","Kebbi","2","4G","1","2","89.67","297.65","2","533","2",1
"JOS-9810","Jos","9mobile","1","Bauchi","1","4G","1","1","93.86","88.42","4","406","1",0
"JOS-9811","Jos","Glo","1","Benue","1","4G","1","1","93.17","98.35","2","390","1",0
"JOS-9812","Jos","Glo","1","Osun","1","4G","1","1","98.62","19.87","4","0","0",0
"JOS-9813","Jos","9mobile","2","Benue","2","4G","1","2","94.99","144.43","4","132","1",0
"JOS-9814","Jos","Glo","2","Imo","2","3G","2","2","93.34","191.95","3","357","1",0
"JOS-9815","Jos","MTN","1","Plateau","1","4G","1","1","91.23","126.29","5","362","1",0
"JOS-9816","Jos","MTN","1","Imo","1","3G","1","1","95.79","60.62","2","0","0",0
"JOS-9817","Jos","9mobile","1","Cross River","1","3G","1","1","99.15","12.24","0","0","0",0
"JOS-9820","Jos","Airtel","1","Benue","2","4G","1","2","93.39","190.37","1","144","1",0
"JOS-9823","Jos","Airtel","2","Kaduna","2","2G","2","2","91.02","258.63","1","458","2",1
"JOS-9824","Jos","Airtel","1","Enugu","1","2G","1","1","91.82","117.79","1","344","1",0
"JOS-9825","Jos","9mobile","1","Borno","1","4G","1","1","88.18","170.21","0","361","1",0
"JOS-9826","Jos","9mobile","1","Kaduna","1","4G","1","1","90.12","142.27","2","306","1",0
"JOS-9827","Jos","Glo","2","Bayelsa","4","4G","3","4","92.45","434.87","13","349","3",1
"JOS-9828","Jos","Glo","1","Yobe","1","3G","1","1","91.12","127.87","2","119","1",0
"JOS-9831","Jos","Glo","1","Kogi","1","3G","1","1","87.30","182.88","3","215","1",0
"JOS-9833","Jos","Glo","1","Sokoto","1","2G","1","1","94.91","73.30","1","414","1",0
"JOS-9835","Jos","Glo","1","Nasarawa","2","4G","1","2","86.03","402.34","7","476","2",1
"JOS-9836","Jos","Glo","1","Edo","1","3G","1","1","90.36","138.82","4","323","1",0
"JOS-9837","Jos","Airtel","1","FCT","1","2G","1","1","94.08","85.25","0","52","1",0
"JOS-9838","Jos","Airtel","1","Cross River","1","4G","1","1","98.77","17.71","0","0","0",0
"JOS-9839","Jos","Glo","1","Kogi","1","4G","1","1","85.78","204.77","3","202","1",0
"JOS-9841","Jos","9mobile","1","Anambra","1","4G","1","1","91.04","129.02","0","284","1",0
"JOS-9842","Jos","9mobile","1","Oyo","1","4G","1","1","95.53","64.37","0","0","0",0
"JOS-9843","Jos","Glo","1","Ondo","1","4G","1","1","86.53","193.97","0","236","1",0
"JOS-9844","Jos","MTN","1","Kano","1","3G","1","1","96.21","54.58","1","0","0",0
"JOS-9846","Jos","Airtel","2","Bayelsa","2","4G","1","2","88.41","333.94","3","545","2",1
"JOS-9848","Jos","9mobile","1","Kano","1","3G","1","1","89.20","155.52","4","129","1",0
"JOS-9852","Jos","MTN","1","Akwa Ibom","1","4G","1","1","99.62","5.47","0","0","0",0
"JOS-9853","Jos","9mobile","2","Delta","2","3G","2","2","90.52","273.03","3","417","1",0
"JOS-9855","Jos","9mobile","1","Lagos","1","4G","1","1","88.72","162.43","1","131","1",0
"JOS-9856","Jos","Glo","1","Kogi","1","4G","1","1","85.85","203.76","0","96","1",0
"JOS-9861","Jos","Airtel","2","Osun","2","3G","1","2","87.07","372.53","8","639","2",1
"JOS-9864","Jos","Airtel","1","Jigawa","1","4G","1","1","92.72","104.83","1","187","1",0
"JOS-9865","Jos","9mobile","2","Ondo","2","3G","2","2","89.95","289.44","7","236","2",1
"JOS-9866","Jos","MTN","1","Kaduna","1","4G","1","1","89.25","154.80","3","156","1",0
"JOS-9867","Jos","MTN","1","Imo","1","4G","1","1","97.48","36.29","5","0","0",0
"JOS-9869","Jos","Airtel","2","Kaduna","2","4G","2","2","92.31","221.47","10","130","1",0
"JOS-9870","Jos","9mobile","1","Enugu","1","4G","1","1","99.91","1.30","0","0","0",0
"JOS-9872","Jos","Glo","1","Borno","2","4G","1","2","90.22","281.67","7","214","2",1
"JOS-9876","Jos","Glo","1","Akwa Ibom","2","3G","2","2","93.66","182.73","5","350","1",0
"JOS-9877","Jos","9mobile","2","Anambra","2","2G","2","2","89.94","289.73","7","562","2",1
"JOS-9878","Jos","MTN","1","Lagos","1","4G","1","1","99.99","0.14","0","0","0",0
"JOS-9880","Jos","MTN","2","Cross River","3","4G","1","3","91.96","347.18","5","238","2",1
"JOS-9881","Jos","Glo","1","Edo","1","4G","1","1","92.61","106.42","2","228","1",0
"JOS-9883","Jos","Airtel","1","Rivers","1","4G","1","1","93.42","94.75","1","65","1",0
"JOS-9884","Jos","Glo","1","Ebonyi","1","4G","1","1","95.07","70.99","5","0","0",0
"JOS-9886","Jos","Airtel","1","Rivers","1","4G","1","1","88.15","170.64","4","147","1",0
"JOS-9887","Jos","9mobile","2","Bauchi","2","4G","1","2","93.08","199.29","5","451","1",0
"JOS-9889","Jos","9mobile","1","Lagos","1","4G","1","1","91.02","129.31","0","68","1",0
"JOS-9890","Jos","9mobile","2","Imo","3","3G","2","3","98.22","76.74","4","0","0",0
"JOS-9891","Jos","9mobile","1","Niger","1","5G","1","1","94.57","78.19","5","272","1",0
"JOS-9894","Jos","9mobile","1","Akwa Ibom","1","4G","1","1","98.20","25.92","4","0","0",0
"JOS-9897","Jos","Glo","1","Jigawa","2","4G","1","2","95.36","133.78","8","284","1",0
"JOS-9899","Jos","Airtel","1","Gombe","1","4G","1","1","92.98","101.09","2","222","1",0
"JOS-9903","Jos","9mobile","1","Yobe","1","3G","1","1","85.62","207.07","1","463","1",0
"JOS-9905","Jos","Airtel","1","Katsina","2","4G","1","2","92.75","208.80","5","296","1",0
"JOS-9906","Jos","Glo","1","Abia","1","4G","1","1","94.78","75.17","5","233","1",0
"JOS-9907","Jos","9mobile","2","Benue","2","3G","2","2","94.71","152.50","1","416","1",0
"JOS-9908","Jos","9mobile","2","Abia","2","3G","2","2","92.18","225.36","4","479","1",0
"JOS-9911","Jos","Glo","1","Niger","1","4G","1","1","91.50","122.40","4","487","1",0
"JOS-9913","Jos","Airtel","2","Borno","2","4G","1","2","92.13","226.66","5","263","1",0
"JOS-9916","Jos","Airtel","1","Benue","2","4G","1","2","92.09","227.96","9","929","2",1
"JOS-9917","Jos","Airtel","1","Rivers","1","4G","1","1","91.48","122.69","5","329","1",0
"JOS-9918","Jos","Airtel","1","Zamfara","1","4G","1","1","93.64","91.58","3","117","1",0
"JOS-9920","Jos","MTN","1","Zamfara","1","3G","1","1","91.95","115.92","4","280","1",0
"JOS-9921","Jos","9mobile","1","Cross River","1","5G","1","1","98.99","14.54","0","0","0",0
"JOS-9922","Jos","Glo","1","Enugu","1","4G","1","1","99.41","8.50","0","0","0",0
"JOS-9923","Jos","Glo","1","Ondo","1","3G","1","1","87.40","181.44","1","186","1",0
"JOS-9925","Jos","Airtel","1","Abia","1","4G","1","1","88.75","162.00","1","209","1",0
"JOS-9926","Jos","9mobile","1","Ogun","1","4G","1","1","99.40","8.64","0","0","0",0
"JOS-9930","Jos","9mobile","1","Plateau","1","4G","1","1","87.28","183.17","4","59","1",0
"JOS-9934","Jos","Glo","1","Kano","1","5G","1","1","97.48","36.29","5","0","0",0
"JOS-9935","Jos","9mobile","2","Edo","2","4G","2","2","96.53","100.08","2","499","1",0
"JOS-9937","Jos","Airtel","1","Ekiti","1","4G","1","1","97.00","43.20","3","0","0",0
"JOS-9940","Jos","9mobile","1","Jigawa","1","4G","1","1","87.44","180.86","5","486","1",0
"JOS-9941","Jos","MTN","1","Ekiti","1","4G","1","1","96.89","44.78","5","0","0",0
"JOS-9945","Jos","9mobile","1","Katsina","1","4G","1","1","85.02","215.71","0","251","1",0
"JOS-9946","Jos","Glo","1","Osun","1","3G","1","1","88.06","171.94","2","74","1",0
"JOS-9947","Jos","Airtel","1","Jigawa","1","3G","1","1","89.07","157.39","5","301","1",0
"JOS-9948","Jos","MTN","1","FCT","1","3G","1","1","96.63","48.53","5","0","0",0
"JOS-9949","Jos","Airtel","2","FCT","2","2G","2","2","93.26","194.26","8","360","1",0
"JOS-9951","Jos","MTN","1","Anambra","1","4G","1","1","91.83","117.65","4","385","1",0
"JOS-9952","Jos","MTN","1","Gombe","1","2G","1","1","93.19","98.06","5","445","1",0
"JOS-9954","Jos","MTN","1","Osun","1","4G","1","1","86.25","198.00","3","460","1",0
"JOS-9955","Jos","9mobile","1","Adamawa","1","4G","1","1","88.89","159.98","4","159","1",0
"JOS-9957","Jos","9mobile","1","Rivers","1","3G","1","1","85.36","210.82","2","264","1",0
"JOS-9959","Jos","9mobile","4","Delta","4","4G","2","4","93.88","352.36","8","784","2",1
"JOS-9961","Jos","MTN","1","Cross River","1","4G","1","1","98.57","20.59","4","0","0",0
"JOS-9962","Jos","MTN","1","Sokoto","1","3G","1","1","92.47","108.43","4","288","1",0
"JOS-9966","Jos","Glo","1","Zamfara","1","4G","1","1","99.89","1.58","0","0","0",0
"JOS-9967","Jos","Airtel","2","Ondo","2","4G","1","2","92.01","230.25","3","964","2",1
"JOS-9968","Jos","Airtel","2","Adamawa","3","2G","3","3","91.36","373.10","4","171","2",1
"JOS-9972","Jos","Airtel","1","Niger","1","4G","1","1","96.25","54.00","3","0","0",0
"JOS-9973","Jos","Airtel","1","Bauchi","1","4G","1","1","89.25","154.80","2","479","1",0
"JOS-9974","Jos","MTN","1","Imo","1","4G","1","1","97.61","34.42","1","0","0",0
"JOS-9980","Jos","Glo","1","Akwa Ibom","2","4G","1","2","94.44","160.27","10","158","1",0
"JOS-9984","Jos","Glo","1","Plateau","1","4G","1","1","88.84","160.70","4","249","1",0
"JOS-9990","Jos","Airtel","1","Ondo","1","3G","1","1","99.86","2.02","0","0","0",0
"JOS-9991","Jos","9mobile","1","Kaduna","1","4G","1","1","96.47","50.83","5","0","0",0
"JOS-9994","Jos","MTN","1","Plateau","1","3G","1","1","98.16","26.50","3","0","0",0
"JOS-9995","Jos","9mobile","1","Sokoto","1","3G","1","1","92.70","105.12","2","203","1",0
"JOS-9999","Jos","9mobile","1","Ebonyi","1","4G","1","1","86.58","193.25","3","171","1",0
"KAD-1002","Kaduna","Airtel","3","Bayelsa","3","2G","3","3","96.83","136.94","5","0","0",0
"KAD-1003","Kaduna","MTN","1","Delta","1","3G","1","1","96.14","55.58","0","0","0",0
"KAD-1004","Kaduna","9mobile","1","Enugu","1","4G","1","1","90.08","142.85","2","191","1",0
"KAD-1010","Kaduna","MTN","1","Kano","2","3G","2","2","91.43","246.81","2","370","1",0
"KAD-1011","Kaduna","MTN","1","Cross River","1","4G","1","1","87.24","183.74","5","360","1",0
"KAD-1014","Kaduna","9mobile","1","Enugu","1","2G","1","1","97.31","38.74","3","0","0",0
"KAD-1016","Kaduna","9mobile","2","Ogun","2","2G","2","2","87.71","353.95","5","333","2",1
"KAD-1018","Kaduna","Airtel","1","Bauchi","1","4G","1","1","89.30","154.08","0","186","1",0
"KAD-1019","Kaduna","9mobile","2","Ogun","2","3G","2","2","93.36","191.23","6","902","2",1
"KAD-1020","Kaduna","9mobile","1","Cross River","1","3G","1","1","86.82","189.79","4","137","1",0
"KAD-1021","Kaduna","MTN","1","Niger","1","4G","1","1","92.00","115.20","1","412","1",0
"KAD-1023","Kaduna","9mobile","1","Edo","1","4G","1","1","93.80","89.28","2","327","1",0
"KAD-1029","Kaduna","Airtel","1","Abia","1","4G","1","1","90.80","132.48","2","311","1",0
"KAD-1030","Kaduna","MTN","1","Adamawa","1","3G","1","1","91.77","118.51","2","246","1",0
"KAD-1031","Kaduna","9mobile","1","Gombe","1","4G","1","1","94.75","75.60","3","295","1",0
"KAD-1032","Kaduna","9mobile","1","Lagos","1","4G","1","1","99.22","11.23","0","0","0",0
"KAD-1033","Kaduna","9mobile","1","Oyo","1","3G","1","1","97.74","32.54","4","0","0",0
"KAD-1034","Kaduna","Airtel","2","Cross River","3","2G","3","3","88.87","480.96","12","473","3",1
"KAD-1036","Kaduna","MTN","1","Kaduna","1","4G","1","1","98.07","27.79","5","0","0",0
"KAD-1039","Kaduna","9mobile","1","Lagos","1","3G","1","1","85.21","212.98","4","368","1",0
