tower_id,date,operator,city,state,uptime_percentage,downtime_minutes,outage_count,outage_reason,network_type,avg_users_affected
ILO-9709,2025-09-09,MTN,Ilorin,Kano,92.53,107.57,0,fiber_cut,4G,469
ILO-7513,2025-09-14,Airtel,Ilorin,Lagos,88.45,166.32,1,maintenance,4G,94
BEN-4102,2025-09-20,MTN,Benin City,Ekiti,99.5,7.2,0,,4G,0
ONI-9968,2025-09-04,9mobile,Onitsha,Kaduna,96.01,57.46,3,,4G,0
ONI-7381,2025-09-04,Airtel,Onitsha,Adamawa,96.42,51.55,0,,4G,0
WAR-2114,2025-09-04,MTN,Warri,Ekiti,99.75,3.6,0,,3G,0
JOS-6149,2025-09-30,MTN,Jos,Oyo,87.91,174.1,1,power_failure,4G,290
WAR-9187,2025-09-21,MTN,Warri,Kaduna,86.72,191.23,0,weather,4G,110
ENU-2087,2025-09-04,9mobile,Enugu,Bauchi,88.03,172.37,3,power_failure,5G,151
IBA-9497,2025-09-07,Glo,Ibadan,Enugu,91.43,123.41,1,equipment_fault,5G,189
ABU-7917,2025-09-20,9mobile,Abuja,Ebonyi,93.67,91.15,1,power_failure,2G,369
KAD-4012,2025-09-10,9mobile,Kaduna,Sokoto,90.12,142.27,0,power_failure,4G,64
BEN-1589,2025-09-28,Glo,Benin City,Imo,94.52,78.91,1,equipment_fault,4G,234
POR-7319,2025-09-19,9mobile,Port Harcourt,Kogi,93.15,98.64,5,maintenance,4G,189
ABU-9271,2025-09-08,Glo,Abuja,Edo,88.49,165.74,3,equipment_fault,3G,75
WAR-3633,2025-09-22,Glo,Warri,Lagos,94.01,86.26,5,power_failure,4G,329
CAL-6178,2025-09-10,MTN,Calabar,Niger,87.39,181.58,0,equipment_fault,4G,118
KAN-8179,2025-09-22,MTN,Kano,Taraba,89.81,146.74,1,equipment_fault,4G,153
LAG-8443,2025-09-13,9mobile,Lagos,Jigawa,96.29,53.42,1,,4G,0
LAG-8078,2025-09-15,Glo,Lagos,Ekiti,87.9,174.24,1,power_failure,4G,210
BEN-7708,2025-09-18,9mobile,Benin City,Benue,85.1,214.56,4,power_failure,2G,306
ENU-9459,2025-09-20,Airtel,Enugu,Kogi,92.04,114.62,3,equipment_fault,4G,153
WAR-7571,2025-09-30,Glo,Warri,Delta,90.3,139.68,0,power_failure,5G,88
BEN-3569,2025-09-24,9mobile,Benin City,Osun,92.31,110.74,3,fiber_cut,4G,275
ABU-3137,2025-09-17,Airtel,Abuja,Delta,93.08,99.65,5,power_failure,4G,324
WAR-5367,2025-09-01,9mobile,Warri,Rivers,99.06,13.54,0,,4G,0
KAD-8012,2025-09-27,Airtel,Kaduna,Sokoto,85.91,202.9,0,equipment_fault,5G,310
JOS-1648,2025-09-03,9mobile,Jos,Katsina,92.6,106.56,2,power_failure,4G,120
POR-7671,2025-09-07,9mobile,Port Harcourt,Niger,98.45,22.32,3,,4G,0
LAG-8299,2025-09-17,MTN,Lagos,Ebonyi,92.72,104.83,1,fiber_cut,3G,376
JOS-2081,2025-09-01,Glo,Jos,Rivers,91.75,118.8,3,maintenance,4G,285
CAL-6020,2025-09-16,MTN,Calabar,FCT,97.12,41.47,3,,4G,0
CAL-2696,2025-09-21,Glo,Calabar,Lagos,98.83,16.85,0,,3G,0
KAN-8560,2025-09-02,MTN,Kano,Osun,90.05,143.28,0,power_failure,3G,227
WAR-4597,2025-09-19,9mobile,Warri,Kwara,92.99,100.94,1,equipment_fault,4G,377
CAL-3341,2025-09-22,MTN,Calabar,Abia,87.59,178.7,3,equipment_fault,3G,273
CAL-1213,2025-09-15,Airtel,Calabar,Nasarawa,90.11,142.42,5,power_failure,2G,442
ENU-5471,2025-09-08,Glo,Enugu,Kwara,93.35,95.76,5,equipment_fault,4G,392
KAD-7801,2025-09-18,Glo,Kaduna,Anambra,94.47,79.63,1,equipment_fault,4G,301
ABA-3496,2025-09-20,MTN,Aba,Edo,95.11,70.42,0,,4G,0
CAL-5369,2025-09-20,MTN,Calabar,Enugu,97.22,40.03,3,,3G,0
ABU-5930,2025-09-20,9mobile,Abuja,Delta,96.11,56.02,1,,4G,0
JOS-4187,2025-09-15,Airtel,Jos,Oyo,94.24,82.94,2,equipment_fault,3G,112
KAD-5750,2025-09-24,Airtel,Kaduna,Bauchi,88.65,163.44,4,weather,4G,435
BEN-4910,2025-09-24,Glo,Benin City,Abia,85.41,210.1,0,power_failure,3G,490
LAG-2365,2025-09-08,MTN,Lagos,Borno,85.34,211.1,3,maintenance,4G,139
ABU-6422,2025-09-05,MTN,Abuja,Ekiti,86.38,196.13,5,power_failure,3G,99
POR-3741,2025-09-13,Glo,Port Harcourt,Ogun,90.81,132.34,3,maintenance,4G,131
JOS-1563,2025-09-14,Glo,Jos,Anambra,99.7,4.32,0,,4G,0
KAD-3906,2025-09-27,Airtel,Kaduna,Imo,97.78,31.97,5,,4G,0
ENU-9945,2025-09-21,Glo,Enugu,Akwa Ibom,89.6,149.76,1,power_failure,3G,113
ILO-5368,2025-09-10,9mobile,Ilorin,Akwa Ibom,98.75,18.0,2,,4G,0
ABA-8433,2025-09-04,9mobile,Aba,Enugu,88.51,165.46,4,weather,4G,197
CAL-1937,2025-09-24,Glo,Calabar,Osun,99.64,5.18,0,,4G,0
ENU-1647,2025-09-22,Glo,Enugu,Imo,96.54,49.82,4,,4G,0
KAN-4887,2025-09-06,9mobile,Kano,Enugu,92.79,103.82,4,power_failure,3G,278
CAL-7946,2025-09-28,Glo,Calabar,Bayelsa,85.16,213.7,5,maintenance,4G,364
KAN-5020,2025-09-19,Airtel,Kano,Kaduna,98.73,18.29,3,,5G,0
ONI-9460,2025-09-29,MTN,Onitsha,Jigawa,89.62,149.47,4,power_failure,3G,154
CAL-3016,2025-09-17,MTN,Calabar,Delta,86.27,197.71,4,equipment_fault,3G,264
POR-5885,2025-09-13,Glo,Port Harcourt,Cross River,91.74,118.94,3,weather,4G,171
ENU-5056,2025-09-05,Glo,Enugu,Gombe,85.38,210.53,4,maintenance,4G,241
KAD-2969,2025-09-20,Airtel,Kaduna,Lagos,88.19,170.06,4,equipment_fault,4G,119
CAL-3522,2025-09-25,MTN,Calabar,Delta,94.52,78.91,4,power_failure,4G,432
KAD-8511,2025-10-01,Airtel,Kaduna,Benue,95.22,68.83,5,,4G,0
POR-9799,2025-09-08,Airtel,Port Harcourt,Anambra,86.94,188.06,0,maintenance,4G,233
JOS-5446,2025-09-13,Airtel,Jos,Akwa Ibom,97.47,36.43,1,,3G,0
IBA-5704,2025-09-26,Airtel,Ibadan,Lagos,99.57,6.19,0,,4G,0
WAR-8821,2025-09-06,Glo,Warri,Sokoto,98.09,27.5,0,,4G,0
KAN-4389,2025-09-25,Glo,Kano,Yobe,92.85,102.96,4,fiber_cut,3G,102
ENU-2614,2025-09-25,MTN,Enugu,Kwara,93.35,95.76,0,equipment_fault,4G,379
KAD-8771,2025-09-12,9mobile,Kaduna,FCT,96.24,54.14,4,,4G,0
ABA-1841,2025-09-05,Glo,Aba,Kebbi,88.87,160.27,0,equipment_fault,4G,174
CAL-7198,2025-09-17,Glo,Calabar,Gombe,85.07,214.99,2,weather,3G,319
KAN-1334,2025-09-20,9mobile,Kano,Oyo,87.38,181.73,4,power_failure,3G,162
LAG-1779,2025-10-01,Glo,Lagos,Ebonyi,89.6,149.76,0,equipment_fault,4G,459
ONI-7428,2025-09-19,Airtel,Onitsha,Lagos,97.08,42.05,2,,4G,0
BEN-4685,2025-09-24,Airtel,Benin City,Imo,92.37,109.87,2,fiber_cut,4G,404
ABU-6847,2025-09-05,9mobile,Abuja,Cross River,88.99,158.54,4,equipment_fault,3G,349
CAL-2432,2025-09-09,MTN,Calabar,Niger,91.48,122.69,1,maintenance,3G,315
ABU-4700,2025-09-23,Airtel,Abuja,Sokoto,99.19,11.66,0,,3G,0
ABU-5992,2025-09-18,MTN,Abuja,Ondo,93.84,88.7,4,power_failure,4G,77
KAN-2116,2025-09-24,MTN,Kano,Ekiti,91.64,120.38,5,equipment_fault,4G,170
WAR-2757,2025-09-18,9mobile,Warri,Delta,87.2,184.32,5,maintenance,4G,428
LAG-9311,2025-09-19,9mobile,Lagos,Jigawa,98.75,18.0,0,,4G,0
POR-9609,2025-09-02,MTN,Port Harcourt,Ondo,90.45,137.52,5,maintenance,4G,221
ONI-8142,2025-09-28,MTN,Onitsha,Kwara,99.66,4.9,0,,3G,0
CAL-9182,2025-09-03,Glo,Calabar,Benue,97.86,30.82,3,,3G,0
ABA-7113,2025-09-22,MTN,Aba,Kano,93.52,93.31,0,equipment_fault,3G,262
ONI-7020,2025-09-12,9mobile,Onitsha,Osun,97.58,34.85,4,,5G,0
POR-5408,2025-09-12,Airtel,Port Harcourt,Delta,85.89,203.18,4,equipment_fault,4G,184
BEN-5225,2025-09-02,Glo,Benin City,Borno,97.22,40.03,1,,4G,0
ABU-2621,2025-09-24,MTN,Abuja,Bauchi,93.35,95.76,5,power_failure,4G,147
BEN-4612,2025-09-17,Glo,Benin City,Ebonyi,97.59,34.7,5,,4G,0
KAN-7571,2025-09-25,9mobile,Kano,Akwa Ibom,98.17,26.35,4,,3G,0
JOS-7362,2025-09-07,9mobile,Jos,Plateau,91.36,124.42,3,fiber_cut,5G,351
ENU-1040,2025-09-15,MTN,Enugu,Adamawa,92.76,104.26,2,equipment_fault,4G,107
KAD-5455,2025-09-24,MTN,Kaduna,Zamfara,97.11,41.62,0,,4G,0
ONI-7978,2025-09-28,Airtel,Onitsha,Taraba,91.24,126.14,0,power_failure,3G,463
WAR-7073,2025-09-23,MTN,Warri,Abia,92.46,108.58,2,equipment_fault,2G,116
ENU-1331,2025-09-13,Glo,Enugu,Abia,89.97,144.43,1,weather,4G,338
IBA-7335,2025-09-26,9mobile,Ibadan,Taraba,97.69,33.26,1,,4G,0
ABU-7451,2025-09-28,MTN,Abuja,Plateau,97.63,34.13,3,,4G,0
IBA-7838,2025-09-15,9mobile,Ibadan,Gombe,97.58,34.85,5,,4G,0
POR-5527,2025-09-14,Airtel,Port Harcourt,Kwara,93.33,96.05,0,power_failure,4G,245
JOS-9331,2025-09-18,MTN,Jos,Ogun,88.55,164.88,4,power_failure,4G,451
ENU-4723,2025-09-09,9mobile,Enugu,Ekiti,87.14,185.18,2,equipment_fault,4G,343
ILO-7211,2025-09-13,Glo,Ilorin,Akwa Ibom,85.71,205.78,2,power_failure,3G,186
ABU-2264,2025-09-11,Glo,Abuja,Cross River,98.51,21.46,5,,4G,0
WAR-3069,2025-09-16,Glo,Warri,Zamfara,98.0,28.8,4,,3G,0
IBA-7757,2025-09-17,9mobile,Ibadan,Kaduna,97.14,41.18,2,,4G,0
ILO-5369,2025-09-27,9mobile,Ilorin,Benue,94.38,80.93,3,equipment_fault,3G,399
LAG-2307,2025-09-07,Airtel,Lagos,Imo,96.67,47.95,2,,4G,0
ONI-4350,2025-09-03,MTN,Onitsha,Bayelsa,86.02,201.31,2,power_failure,4G,366
ABE-7210,2025-09-26,MTN,Abeokuta,Gombe,98.0,28.8,0,,4G,0
POR-1820,2025-09-27,Glo,Port Harcourt,Kogi,95.49,64.94,3,,4G,0
ILO-7896,2025-09-08,Glo,Ilorin,Imo,98.21,25.78,0,,3G,0
BEN-5038,2025-09-29,MTN,Benin City,Delta,87.65,177.84,2,maintenance,3G,341
BEN-2690,2025-09-22,Airtel,Benin City,Gombe,87.99,172.94,0,equipment_fault,3G,298
JOS-2572,2025-09-26,Glo,Jos,Niger,87.18,184.61,4,power_failure,4G,498
BEN-2585,2025-09-24,9mobile,Benin City,Ogun,96.63,48.53,5,,3G,0
CAL-9017,2025-09-14,Airtel,Calabar,FCT,88.72,162.43,3,maintenance,4G,487
JOS-3547,2025-09-23,Glo,Jos,Adamawa,90.85,131.76,2,maintenance,4G,234
CAL-5003,2025-09-01,Airtel,Calabar,FCT,94.44,80.06,1,power_failure,4G,454
ONI-4786,2025-09-15,Airtel,Onitsha,Kebbi,97.94,29.66,0,,4G,0
POR-8318,2025-09-20,Airtel,Port Harcourt,Anambra,93.93,87.41,5,power_failure,3G,470
POR-2307,2025-09-06,9mobile,Port Harcourt,Nasarawa,92.0,115.2,3,power_failure,3G,435
KAD-5487,2025-09-28,Airtel,Kaduna,Osun,97.07,42.19,1,,4G,0
LAG-6473,2025-09-04,Airtel,Lagos,Cross River,86.19,198.86,3,equipment_fault,2G,467
ILO-8830,2025-09-25,9mobile,Ilorin,Jigawa,91.5,122.4,5,equipment_fault,4G,166
KAD-4611,2025-09-06,Airtel,Kaduna,Adamawa,92.31,110.74,0,equipment_fault,4G,468
KAN-1862,2025-09-06,Airtel,Kano,Kogi,95.06,71.14,0,,3G,0
CAL-2489,2025-09-05,MTN,Calabar,Akwa Ibom,96.2,54.72,0,,3G,0
KAD-1633,2025-09-10,MTN,Kaduna,Nasarawa,86.35,196.56,3,equipment_fault,4G,88
ONI-1836,2025-09-24,Airtel,Onitsha,Adamawa,86.04,201.02,4,maintenance,3G,175
CAL-1217,2025-09-21,Glo,Calabar,Zamfara,99.54,6.62,0,,4G,0
ABA-3110,2025-09-08,9mobile,Aba,Oyo,85.26,212.26,2,power_failure,4G,330
ABU-7801,2025-09-12,9mobile,Abuja,Enugu,97.61,34.42,0,,3G,0
JOS-1043,2025-09-10,Glo,Jos,Edo,89.46,151.78,4,power_failure,5G,152
IBA-7570,2025-09-27,Glo,Ibadan,Kogi,87.3,182.88,4,power_failure,3G,268
CAL-2450,2025-09-02,Airtel,Calabar,Yobe,93.72,90.43,3,power_failure,4G,137
POR-1517,2025-09-21,Airtel,Port Harcourt,Anambra,87.44,180.86,0,equipment_fault,3G,157
ABE-7924,2025-09-26,MTN,Abeokuta,Osun,98.85,16.56,2,,4G,0
IBA-4107,2025-09-29,Glo,Ibadan,Borno,85.84,203.9,2,fiber_cut,4G,353
CAL-1567,2025-09-30,MTN,Calabar,Bauchi,90.52,136.51,2,power_failure,4G,158
POR-9639,2025-09-06,Airtel,Port Harcourt,Oyo,91.41,123.7,3,equipment_fault,4G,150
LAG-2875,2025-09-10,Airtel,Lagos,Imo,96.68,47.81,3,,5G,0
POR-6517,2025-09-17,Airtel,Port Harcourt,Rivers,87.35,182.16,1,power_failure,2G,468
ENU-9873,2025-09-20,MTN,Enugu,Kebbi,97.07,42.19,0,,3G,0
ILO-6565,2025-10-01,9mobile,Ilorin,Osun,85.66,206.5,5,power_failure,5G,91
JOS-2106,2025-09-23,Glo,Jos,Gombe,96.38,52.13,5,,4G,0
BEN-5345,2025-09-07,MTN,Benin City,Ekiti,97.45,36.72,3,,5G,0
LAG-9959,2025-09-17,9mobile,Lagos,Borno,85.01,215.86,3,power_failure,4G,123
ABA-6607,2025-09-07,Airtel,Aba,Lagos,90.89,131.18,1,equipment_fault,4G,279
BEN-3547,2025-09-01,Glo,Benin City,Lagos,93.71,90.58,1,weather,4G,184
BEN-6357,2025-09-23,9mobile,Benin City,Ekiti,97.87,30.67,0,,4G,0
BEN-3264,2025-09-13,Airtel,Benin City,Gombe,95.31,67.54,0,,4G,0
ONI-5257,2025-09-26,9mobile,Onitsha,Kaduna,93.69,90.86,5,weather,2G,301
KAD-5093,2025-09-24,9mobile,Kaduna,Imo,97.35,38.16,2,,3G,0
ENU-7329,2025-09-01,Glo,Enugu,Delta,94.52,78.91,4,power_failure,4G,326
ILO-1178,2025-09-23,MTN,Ilorin,Delta,85.02,215.71,0,power_failure,3G,176
ILO-9715,2025-09-09,9mobile,Ilorin,Ogun,93.3,96.48,3,weather,3G,377
WAR-6688,2025-09-11,9mobile,Warri,Niger,87.53,179.57,3,maintenance,4G,78
ABE-4935,2025-09-09,MTN,Abeokuta,Delta,96.35,52.56,3,,4G,0
ABA-7235,2025-09-11,Airtel,Aba,Bauchi,95.62,63.07,2,,3G,0
ENU-7262,2025-09-23,9mobile,Enugu,Ebonyi,88.41,166.9,4,fiber_cut,2G,92
KAN-8891,2025-09-28,Glo,Kano,Enugu,99.53,6.77,0,,4G,0
IBA-3713,2025-09-26,9mobile,Ibadan,Imo,91.2,126.72,0,maintenance,4G,267
ENU-2716,2025-09-18,Glo,Enugu,Plateau,88.99,158.54,0,power_failure,4G,109
POR-5331,2025-09-24,MTN,Port Harcourt,Delta,88.57,164.59,5,weather,3G,383
LAG-6598,2025-09-22,Glo,Lagos,Kaduna,89.51,151.06,1,equipment_fault,4G,287
WAR-2007,2025-09-27,MTN,Warri,Akwa Ibom,95.3,67.68,1,,3G,0
ILO-8787,2025-09-07,Airtel,Ilorin,Lagos,93.42,94.75,0,equipment_fault,4G,390
ONI-7079,2025-09-26,MTN,Onitsha,Sokoto,96.3,53.28,0,,4G,0
WAR-5475,2025-10-01,MTN,Warri,Plateau,97.82,31.39,1,,4G,0
ABU-4539,2025-09-13,9mobile,Abuja,Taraba,85.17,213.55,4,equipment_fault,4G,203
JOS-4997,2025-09-17,Glo,Jos,Edo,97.35,38.16,2,,5G,0
ILO-5256,2025-09-30,MTN,Ilorin,Kogi,94.76,75.46,4,power_failure,4G,452
IBA-9637,2025-09-02,Glo,Ibadan,Katsina,97.69,33.26,1,,4G,0
CAL-8803,2025-09-17,MTN,Calabar,Ogun,87.74,176.54,5,weather,4G,398
KAN-6941,2025-09-27,Glo,Kano,Rivers,96.65,48.24,5,,4G,0
BEN-6526,2025-09-07,9mobile,Benin City,Oyo,97.01,43.06,4,,2G,0
POR-1625,2025-09-20,9mobile,Port Harcourt,Taraba,96.8,46.08,1,,4G,0
KAN-5987,2025-09-02,Glo,Kano,Kogi,89.48,151.49,4,weather,5G,269
BEN-1123,2025-09-28,Airtel,Benin City,Anambra,99.73,3.89,0,,3G,0
ONI-9050,2025-09-11,Glo,Onitsha,Kaduna,92.18,112.61,2,fiber_cut,4G,88
CAL-7742,2025-09-13,9mobile,Calabar,Enugu,96.23,54.29,3,,3G,0
ILO-5058,2025-09-11,MTN,Ilorin,Ebonyi,92.51,107.86,0,equipment_fault,4G,476
KAD-4307,2025-09-23,MTN,Kaduna,Osun,91.43,123.41,2,maintenance,4G,417
IBA-4341,2025-09-20,MTN,Ibadan,Kwara,93.28,96.77,2,power_failure,3G,169
WAR-6235,2025-09-06,Airtel,Warri,Niger,91.04,129.02,0,equipment_fault,4G,383
LAG-4874,2025-09-12,9mobile,Lagos,Akwa Ibom,92.88,102.53,4,equipment_fault,3G,240
JOS-8328,2025-09-08,Glo,Jos,Bauchi,86.72,191.23,0,weather,2G,92
LAG-3925,2025-09-11,Airtel,Lagos,Katsina,98.9,15.84,0,,3G,0
POR-9926,2025-09-27,Airtel,Port Harcourt,Cross River,90.54,136.22,3,power_failure,4G,242
ABE-1636,2025-09-12,Airtel,Abeokuta,Bauchi,89.87,145.87,3,maintenance,4G,446
ABE-4392,2025-09-08,9mobile,Abeokuta,Abia,89.13,156.53,1,power_failure,4G,66
ABA-5514,2025-09-26,MTN,Aba,Delta,85.01,215.86,5,maintenance,4G,226
BEN-1674,2025-09-13,MTN,Benin City,Plateau,93.38,95.33,3,equipment_fault,4G,490
BEN-2748,2025-09-17,Glo,Benin City,Benue,88.87,160.27,4,power_failure,4G,264
JOS-8220,2025-09-04,9mobile,Jos,Ekiti,86.53,193.97,4,power_failure,4G,180
ABE-9968,2025-09-24,MTN,Abeokuta,Ekiti,93.18,98.21,5,maintenance,4G,395
IBA-8236,2025-09-22,MTN,Ibadan,Kogi,91.33,124.85,4,power_failure,5G,84
ONI-1623,2025-09-14,9mobile,Onitsha,Kaduna,98.88,16.13,2,,3G,0
POR-2547,2025-09-01,9mobile,Port Harcourt,Katsina,87.71,176.98,5,weather,3G,243
ENU-9637,2025-09-23,Glo,Enugu,Adamawa,96.34,52.7,2,,4G,0
LAG-7385,2025-10-01,Airtel,Lagos,Oyo,97.05,42.48,3,,3G,0
BEN-5137,2025-09-10,Glo,Benin City,Sokoto,86.88,188.93,1,weather,3G,71
ENU-3820,2025-09-17,Airtel,Enugu,Osun,85.89,203.18,0,power_failure,2G,316
LAG-9651,2025-09-29,MTN,Lagos,Katsina,89.18,155.81,2,fiber_cut,3G,155
ENU-3388,2025-09-24,Glo,Enugu,Ebonyi,98.7,18.72,4,,2G,0
ABA-8411,2025-09-17,Glo,Aba,Cross River,98.04,28.22,0,,3G,0
BEN-9576,2025-09-12,MTN,Benin City,Edo,95.66,62.5,5,,4G,0
ABU-7355,2025-09-06,MTN,Abuja,Imo,91.69,119.66,0,equipment_fault,4G,474
ONI-6857,2025-09-12,Glo,Onitsha,Ebonyi,97.68,33.41,1,,4G,0
BEN-6616,2025-09-04,MTN,Benin City,Adamawa,99.28,10.37,0,,4G,0
ABU-3733,2025-09-13,Glo,Abuja,Sokoto,87.94,173.66,4,power_failure,3G,177
ABA-3740,2025-09-21,9mobile,Aba,Delta,92.58,106.85,4,equipment_fault,4G,246
LAG-6701,2025-09-19,9mobile,Lagos,Ebonyi,92.0,115.2,4,power_failure,4G,440
ONI-3697,2025-09-16,MTN,Onitsha,Enugu,95.07,70.99,5,,4G,0
BEN-5510,2025-09-21,Glo,Benin City,Imo,99.82,2.59,0,,4G,0
ABE-6103,2025-10-01,9mobile,Abeokuta,Enugu,98.43,22.61,4,,4G,0
ENU-3054,2025-09-02,9mobile,Enugu,Jigawa,96.59,49.1,5,,3G,0
IBA-8480,2025-09-08,MTN,Ibadan,Ekiti,90.95,130.32,3,maintenance,3G,475
LAG-2884,2025-09-28,MTN,Lagos,Gombe,95.19,69.26,1,,4G,0
JOS-7345,2025-09-20,Airtel,Jos,Nasarawa,88.57,164.59,3,fiber_cut,4G,61
POR-3378,2025-09-18,Glo,Port Harcourt,Zamfara,85.92,202.75,2,weather,4G,407
POR-4226,2025-09-18,Glo,Port Harcourt,Akwa Ibom,97.82,31.39,4,,4G,0
ONI-8946,2025-09-30,Airtel,Onitsha,Delta,90.52,136.51,5,equipment_fault,3G,286
LAG-8501,2025-10-01,9mobile,Lagos,Sokoto,99.71,4.18,0,,4G,0
ABU-9424,2025-09-05,Glo,Abuja,Rivers,94.23,83.09,3,maintenance,4G,379
ABE-4650,2025-09-15,Airtel,Abeokuta,Bauchi,95.99,57.74,2,,3G,0
ABU-1814,2025-10-01,Glo,Abuja,Taraba,97.75,32.4,4,,3G,0
CAL-4351,2025-09-10,9mobile,Calabar,Lagos,86.03,201.17,3,weather,4G,259
CAL-8050,2025-09-20,Airtel,Calabar,Lagos,88.02,172.51,2,power_failure,4G,172
ABU-9674,2025-09-30,Airtel,Abuja,Rivers,99.95,0.72,0,,4G,0
WAR-7024,2025-09-28,9mobile,Warri,Bauchi,86.18,199.01,4,power_failure,4G,279
ABA-1467,2025-09-03,9mobile,Aba,Nasarawa,85.8,204.48,4,power_failure,4G,62
ONI-2505,2025-09-26,9mobile,Onitsha,Kano,99.25,10.8,0,,3G,0
ABU-7244,2025-09-08,Airtel,Abuja,Akwa Ibom,91.7,119.52,1,power_failure,4G,398
IBA-6395,2025-09-28,Airtel,Ibadan,Delta,94.61,77.62,0,power_failure,4G,326
WAR-7942,2025-09-09,Airtel,Warri,Kwara,86.54,193.82,4,equipment_fault,4G,443
ENU-2223,2025-09-04,Airtel,Enugu,Zamfara,91.24,126.14,0,power_failure,4G,195
POR-8881,2025-09-15,Airtel,Port Harcourt,Benue,90.93,130.61,1,equipment_fault,4G,293
LAG-3673,2025-09-11,9mobile,Lagos,Anambra,97.31,38.74,2,,2G,0
KAN-9880,2025-09-14,Glo,Kano,Ogun,90.2,141.12,5,equipment_fault,4G,411
CAL-8547,2025-09-22,Airtel,Calabar,Plateau,96.43,51.41,1,,4G,0
ABE-9447,2025-09-18,Glo,Abeokuta,Bayelsa,95.7,61.92,5,,4G,0
ABU-7097,2025-09-01,9mobile,Abuja,Abia,89.0,158.4,4,equipment_fault,4G,478
KAN-7517,2025-09-26,Glo,Kano,Jigawa,92.1,113.76,0,weather,4G,312
WAR-6631,2025-09-22,Glo,Warri,Ogun,95.09,70.7,1,,4G,0
ONI-8298,2025-09-26,Glo,Onitsha,Sokoto,99.91,1.3,0,,3G,0
POR-3697,2025-09-29,9mobile,Port Harcourt,Ondo,97.73,32.69,0,,4G,0
ABE-7623,2025-09-02,Glo,Abeokuta,Edo,93.5,93.6,4,equipment_fault,3G,357
KAN-4809,2025-09-02,9mobile,Kano,Borno,98.51,21.46,2,,4G,0
BEN-5912,2025-09-17,Airtel,Benin City,Ebonyi,97.94,29.66,3,,4G,0
ABA-5865,2025-09-14,9mobile,Aba,Rivers,87.39,181.58,3,power_failure,4G,346
ABE-2871,2025-09-25,MTN,Abeokuta,Oyo,90.22,140.83,3,maintenance,4G,268
KAD-8988,2025-09-10,9mobile,Kaduna,Ondo,90.4,138.24,3,power_failure,4G,364
IBA-6892,2025-09-06,Airtel,Ibadan,Akwa Ibom,98.13,26.93,0,,4G,0
ABA-2875,2025-09-11,MTN,Aba,Taraba,96.23,54.29,2,,3G,0
LAG-7114,2025-09-06,Airtel,Lagos,Gombe,93.41,94.9,4,power_failure,3G,239
BEN-9670,2025-09-30,Glo,Benin City,Oyo,92.16,112.9,4,fiber_cut,3G,158
ILO-2691,2025-09-26,MTN,Ilorin,Lagos,97.22,40.03,4,,4G,0
ONI-6515,2025-09-17,MTN,Onitsha,Lagos,86.82,189.79,0,equipment_fault,4G,439
JOS-6344,2025-09-10,Airtel,Jos,Oyo,90.63,134.93,4,power_failure,3G,101
IBA-5157,2025-09-25,Airtel,Ibadan,Delta,92.23,111.89,4,maintenance,4G,83
ONI-3319,2025-09-17,Airtel,Onitsha,Ondo,87.03,186.77,1,equipment_fault,4G,266
JOS-4273,2025-09-16,Glo,Jos,Nasarawa,88.06,171.94,0,equipment_fault,4G,349
ENU-9992,2025-09-13,MTN,Enugu,Nasarawa,95.55,64.08,0,,5G,0
ABU-8428,2025-09-12,MTN,Abuja,Niger,93.97,86.83,3,equipment_fault,3G,238
KAD-2266,2025-09-19,MTN,Kaduna,Sokoto,89.15,156.24,5,maintenance,4G,248
WAR-4759,2025-09-27,MTN,Warri,Delta,87.78,175.97,1,power_failure,4G,354
ENU-9043,2025-09-18,Airtel,Enugu,Gombe,95.22,68.83,5,,4G,0
ONI-4411,2025-09-19,Glo,Onitsha,Katsina,95.89,59.18,2,,2G,0
BEN-8727,2025-09-30,MTN,Benin City,Yobe,86.61,192.82,3,maintenance,4G,500
BEN-6909,2025-09-01,9mobile,Benin City,Jigawa,91.52,122.11,4,maintenance,4G,252
ABU-9663,2025-09-06,Glo,Abuja,Adamawa,92.19,112.46,0,equipment_fault,4G,130
ABE-5339,2025-09-20,9mobile,Abeokuta,Osun,94.93,73.01,4,maintenance,4G,407
ABE-1826,2025-09-21,9mobile,Abeokuta,Akwa Ibom,95.98,57.89,5,,4G,0
ONI-3239,2025-10-01,Glo,Onitsha,Delta,89.42,152.35,2,fiber_cut,4G,78
ENU-6494,2025-09-11,9mobile,Enugu,Cross River,89.41,152.5,2,power_failure,4G,260
ILO-8618,2025-09-15,MTN,Ilorin,Anambra,95.65,62.64,4,,4G,0
JOS-6873,2025-10-01,Glo,Jos,Anambra,94.92,73.15,2,power_failure,5G,196
ENU-4445,2025-09-01,Airtel,Enugu,Bayelsa,87.6,178.56,3,power_failure,3G,72
WAR-3803,2025-09-30,Airtel,Warri,FCT,88.08,171.65,4,maintenance,3G,389
CAL-2194,2025-09-21,9mobile,Calabar,Imo,98.78,17.57,3,,3G,0
ABU-8382,2025-09-08,9mobile,Abuja,Delta,87.88,174.53,4,fiber_cut,3G,294
ONI-6063,2025-09-08,MTN,Onitsha,Ondo,90.09,142.7,1,equipment_fault,4G,353
KAD-8800,2025-09-27,9mobile,Kaduna,FCT,96.73,47.09,0,,4G,0
KAD-4447,2025-09-05,MTN,Kaduna,Imo,88.23,169.49,5,weather,3G,209
