tower_id,operator,state,city,network_type,latest_uptime,historical_total_downtime_minutes,historical_total_outage_count,site_reliability_risk_score,risk_category_final,predicted_risk_probability,predicted_risk_category,recommended_priority
LAG-4658,MTN,Bauchi,Lagos,3G,95.81,60.34,1,13.967129629629627,Low Risk,0.49650146223745945,Medium,41973
KAN-9145,MTN,Plateau,Kano,4G,95.36,66.82,5,15.467129629629628,Low Risk,0.49649912022199794,Medium,41974
IBA-4257,9mobile,Edo,Ibadan,3G,90.6,293.33000000000004,8,66.45011574074076,High Risk,0.49649908525557723,Medium,41975
ONI-1701,Airtel,Delta,Onitsha,3G,94.76,78.05,4,33.10844907407409,Medium Risk,0.49649900496889265,Medium,41976
ENU-1306,Airtel,Delta,Enugu,4G,93.46,94.18,1,66.15046296296298,High Risk,0.4964988460029167,Medium,41977
BEN-1583,Glo,Delta,Benin City,4G,87.84,175.1,4,79.73287037037036,Critical Risk,0.49649836733318076,Medium,41978
CAL-8042,9mobile,Kano,Calabar,5G,98.33,151.64000000000001,5,22.533641975308626,Medium Risk,0.4964983184465951,Medium,41979
WAR-3525,Airtel,Katsina,Warri,4G,91.64,120.38,1,59.81620370370371,Medium Risk,0.4964971021266202,Medium,41980
IBA-7723,Airtel,Kogi,Ibadan,3G,93.9,212.54000000000002,4,53.94976851851852,Medium Risk,0.496496154152409,Medium,41981
CAL-3958,MTN,Nasarawa,Calabar,3G,94.98,72.29,1,56.33356481481481,Medium Risk,0.49649528749255056,Medium,41982
ABA-1670,9mobile,Cross River,Aba,4G,90.54,136.22,0,74.48287037037036,Critical Risk,0.4964952567317547,Medium,41983
ABA-2391,MTN,Delta,Aba,3G,97.73,32.69,4,7.566898148148142,Low Risk,0.496495113158742,Medium,41984
LAG-3580,9mobile,Abia,Lagos,3G,97.63,167.47,0,44.35821759259259,Medium Risk,0.49649504088763596,Medium,41985
ENU-6993,9mobile,Nasarawa,Enugu,4G,86.68,191.81,5,82.80023148148146,Critical Risk,0.49649461848974097,Medium,41986
IBA-7631,MTN,Benue,Ibadan,4G,94.65,77.04,4,60.68333333333332,High Risk,0.4964936515756306,Medium,41987
IBA-1547,Airtel,Bauchi,Ibadan,4G,89.58,150.05,5,63.833564814814814,High Risk,0.496493535738877,Medium,41988
BEN-8320,9mobile,Sokoto,Benin City,4G,98.07,27.79,0,6.4331018518518635,Low Risk,0.4964925783844906,Medium,41989
ABU-4788,Glo,Kogi,Abuja,3G,92.41,109.3,5,73.45046296296297,High Risk,0.49649161136085906,Medium,41990
ABA-8335,9mobile,Enugu,Aba,3G,97.04,42.62,2,9.866203703703693,Low Risk,0.49649150825346094,Medium,41991
KAD-1800,9mobile,Delta,Kaduna,2G,95.91,58.9,2,13.633796296296302,Low Risk,0.49648453745537824,Medium,41992
CAL-9054,9mobile,Plateau,Calabar,4G,92.52,107.71,3,73.33310185185185,High Risk,0.49648320101322935,Medium,41993
ILO-7040,9mobile,Gombe,Ilorin,5G,92.1,113.76,3,73.38333333333334,High Risk,0.4964818977748892,Medium,41994
IBA-3071,9mobile,Taraba,Ibadan,4G,93.22,97.63,0,59.999768518518515,Medium Risk,0.4964818545553203,Medium,41995
CAL-5641,Airtel,Rivers,Calabar,3G,88.32,168.19,3,75.03310185185185,Critical Risk,0.4964810472938658,Medium,41996
CAL-7014,Airtel,Gombe,Calabar,3G,85.04,411.26,8,84.67476851851852,Critical Risk,0.496480559656491,Medium,41997
IBA-9474,Airtel,Borno,Ibadan,4G,93.68,180.87,3,63.808680555555554,High Risk,0.49648030068046317,Medium,41998
KAD-4611,Airtel,Adamawa,Kaduna,4G,92.31,110.74,0,74.03379629629629,Critical Risk,0.49647805289015196,Medium,41999
WAR-4520,Glo,Anambra,Warri,4G,99.07,13.39,0,3.099768518518531,Low Risk,0.4964771828142945,Medium,42000
ONI-8015,9mobile,Anambra,Onitsha,4G,95.03,167.19,3,34.00034722222223,Medium Risk,0.4964767556189737,Medium,42001
JOS-8766,Airtel,Niger,Jos,3G,92.43,109.01,0,63.233564814814805,High Risk,0.49647606112255666,Medium,42002
LAG-4848,9mobile,Cross River,Lagos,4G,90.28,139.97,2,75.90023148148148,Critical Risk,0.4964759775051283,Medium,42003
ENU-6725,Glo,Ogun,Enugu,4G,96.56,49.54,5,11.467129629629625,Low Risk,0.49647585504436936,Medium,42004
ILO-8953,MTN,Sokoto,Ilorin,4G,88.34,167.9,0,66.81620370370369,High Risk,0.4964757411221518,Medium,42005
BEN-2221,Airtel,Delta,Benin City,4G,95.26,68.26,4,15.800462962962952,Low Risk,0.49647466048806055,Medium,42006
IBA-8619,Airtel,Imo,Ibadan,4G,86.84,189.5,0,72.5662037037037,High Risk,0.4964741008264746,Medium,42007
ABA-8924,MTN,Benue,Aba,4G,87.99,172.94,3,80.58287037037037,Critical Risk,0.4964734199655471,Medium,42008
ABU-7438,Glo,Rivers,Abuja,2G,89.78,318.24,1,78.35833333333333,Critical Risk,0.4964731987735171,Medium,42009
ONI-8923,Glo,Ogun,Onitsha,4G,95.75,61.2,4,14.166666666666666,Low Risk,0.49647294515526397,Medium,42010
IBA-2220,Glo,Borno,Ibadan,3G,90.08,142.85,4,79.81689814814816,Critical Risk,0.49647265850999445,Medium,42011
KAD-6970,Airtel,Gombe,Kaduna,3G,97.76,122.25999999999999,6,38.525231481481484,Medium Risk,0.49647174243423753,Medium,42012
ABU-7554,Glo,Bayelsa,Abuja,4G,87.16,184.9,4,89.25046296296297,Critical Risk,0.4964716195848907,Medium,42013
ABA-9357,9mobile,Bauchi,Aba,4G,97.87,30.67,4,7.099768518518511,Low Risk,0.49647149865374524,Medium,42014
ONI-3007,Airtel,Kebbi,Onitsha,4G,95.26,68.26,3,15.800462962962952,Low Risk,0.49647061354034183,Medium,42015
KAN-2057,Airtel,Abia,Kano,2G,92.13,113.33,4,72.23356481481483,High Risk,0.49646946291575417,Medium,42016
BEN-7928,Airtel,Ogun,Benin City,4G,92.27,111.31,0,68.1664351851852,High Risk,0.4964693740223802,Medium,42017
KAN-2439,MTN,Nasarawa,Kano,3G,95.22,68.83,5,15.933101851851855,Low Risk,0.4964693186802316,Medium,42018
LAG-2863,MTN,Cross River,Lagos,4G,97.18,40.61,2,9.40023148148147,Low Risk,0.49646873311500767,Medium,42019
BEN-2317,Airtel,Cross River,Benin City,4G,98.86,111.75,6,33.00868055555555,Medium Risk,0.4964667331131474,Medium,42020
ENU-2657,9mobile,Benue,Enugu,4G,85.61,294.34000000000003,5,68.06689814814814,High Risk,0.4964656898112385,Medium,42021
ABE-7148,Airtel,Ebonyi,Abeokuta,4G,85.59,379.0,3,88.9912037037037,Critical Risk,0.4964652604710484,Medium,42022
ABE-5051,Glo,Yobe,Abeokuta,4G,88.14,170.78,4,84.48287037037036,Critical Risk,0.4964632943018398,Medium,42023
ABA-6689,Glo,Kogi,Aba,4G,90.19,141.26,4,79.94953703703705,Critical Risk,0.49646272596305546,Medium,42024
ABE-6881,Airtel,Bauchi,Abeokuta,4G,86.86,189.22,4,89.70046296296296,Critical Risk,0.4964619618953993,Medium,42025
KAN-6313,MTN,Enugu,Kano,4G,86.77,190.51,1,82.89976851851853,Critical Risk,0.49646136801441076,Medium,42026
POR-1323,Airtel,Kogi,Port Harcourt,3G,87.45,187.2,1,39.31666666666666,Medium Risk,0.4964604270487875,Medium,42027
POR-5813,MTN,Edo,Port Harcourt,4G,98.51,21.46,0,4.96712962962962,Low Risk,0.49645901437120427,Medium,42028
CAL-1799,MTN,Ebonyi,Calabar,3G,91.13,127.73,1,71.56689814814816,High Risk,0.49645883150578557,Medium,42029
KAD-7197,MTN,Kwara,Kaduna,2G,86.79,190.22,4,91.08287037037036,Critical Risk,0.49645822713699095,Medium,42030
ONI-3817,9mobile,Borno,Onitsha,3G,96.61,154.37,6,31.891782407407405,Medium Risk,0.4964567041030182,Medium,42031
ONI-3375,Glo,Delta,Onitsha,4G,95.74,61.34,5,14.199537037037047,Low Risk,0.49645574515097474,Medium,42032
ENU-3539,9mobile,FCT,Enugu,3G,99.57,6.19,0,1.4331018518518646,Low Risk,0.49645570481554585,Medium,42033
ONI-7051,9mobile,Borno,Onitsha,4G,88.23,169.49,0,69.5835648148148,High Risk,0.49645306520548593,Medium,42034
CAL-4291,MTN,Kogi,Calabar,4G,89.33,153.65,0,80.11689814814815,Critical Risk,0.49645258252361335,Medium,42035
CAL-1971,9mobile,Borno,Calabar,2G,99.09,58.32,1,6.750000000000009,Low Risk,0.4964504664260419,Medium,42036
BEN-7534,Airtel,Anambra,Benin City,4G,87.32,182.59,2,89.4664351851852,Critical Risk,0.49645041627294106,Medium,42037
ONI-7274,Airtel,Katsina,Onitsha,4G,91.79,118.22,5,67.11620370370369,High Risk,0.49644953688664517,Medium,42038
LAG-3254,9mobile,Ekiti,Lagos,4G,87.13,381.46000000000004,3,87.4002314814815,Critical Risk,0.49644815367933753,Medium,42039
BEN-4379,MTN,Plateau,Benin City,4G,85.82,204.19,0,79.3664351851852,Critical Risk,0.496445553264207,Medium,42040
KAD-4275,Glo,Abia,Kaduna,4G,95.5,64.8,4,15.000000000000002,Low Risk,0.49644509063219033,Medium,42041
IBA-1572,9mobile,Benue,Ibadan,3G,97.05,188.06,1,40.691435185185185,Medium Risk,0.4964448966765156,Medium,42042
KAN-5864,Glo,Yobe,Kano,4G,96.03,57.17,3,13.233564814814812,Low Risk,0.49644440110492977,Medium,42043
IBA-9107,Airtel,Borno,Ibadan,3G,96.27,53.71,5,12.433101851851857,Low Risk,0.49644422372203234,Medium,42044
ABA-5495,Airtel,Bauchi,Aba,3G,92.85,152.64,5,38.84166666666668,Medium Risk,0.49644222742619876,Medium,42045
ABU-8684,MTN,Kano,Abuja,4G,86.25,322.56,5,68.50833333333334,High Risk,0.49644145343779844,Medium,42046
BEN-3285,Airtel,Adamawa,Benin City,3G,86.69,191.66,0,91.41620370370372,Critical Risk,0.4964408304026071,Medium,42047
ILO-3300,Glo,Borno,Ilorin,4G,95.64,62.78,5,14.532870370370372,Low Risk,0.49644071470427076,Medium,42048
JOS-4560,9mobile,Edo,Jos,4G,95.26,68.26,0,15.800462962962952,Low Risk,0.4964388425694491,Medium,42049
ABE-8458,Airtel,Ogun,Abeokuta,4G,90.77,253.14999999999998,2,64.22488425925926,High Risk,0.49643824194913067,Medium,42050
KAN-5151,9mobile,Gombe,Kano,4G,94.86,263.96,2,71.85046296296295,High Risk,0.4964376123314512,Medium,42051
ENU-5158,Airtel,Ogun,Enugu,3G,97.24,39.74,0,9.199537037037048,Low Risk,0.4964367989666305,Medium,42052
ONI-5756,MTN,Gombe,Onitsha,4G,99.91,1.3,0,0.30046296296296865,Low Risk,0.4964361846100207,Medium,42053
ONI-4961,9mobile,Ebonyi,Onitsha,2G,86.68,191.81,3,75.25023148148146,Critical Risk,0.49643570006286886,Medium,42054
BEN-2397,Glo,Plateau,Benin City,4G,94.82,74.59,0,62.866435185185196,High Risk,0.4964349792333448,Medium,42055
ENU-1525,Airtel,Kebbi,Enugu,4G,85.02,215.71,4,78.63310185185186,Critical Risk,0.49643425338783076,Medium,42056
ONI-4100,9mobile,Abia,Onitsha,4G,96.69,47.66,4,11.032870370370373,Low Risk,0.4964332660696839,Medium,42057
ILO-2110,Airtel,Nasarawa,Ilorin,4G,94.49,79.34,4,62.2662037037037,High Risk,0.49643256461544377,Medium,42058
CAL-7140,Airtel,Borno,Calabar,3G,85.75,357.98,8,78.90810185185187,Critical Risk,0.49643131842010185,Medium,42059
ABU-8860,Glo,Bayelsa,Abuja,3G,96.8,46.08,3,10.66666666666667,Low Risk,0.4964310917528784,Medium,42060
ENU-1128,Glo,Sokoto,Enugu,4G,85.71,205.78,0,92.1337962962963,Critical Risk,0.49643024238105066,Medium,42061
KAN-3567,Glo,Kogi,Kano,3G,91.78,118.37,1,64.85023148148147,High Risk,0.4964293691087243,Medium,42062
KAN-6080,Airtel,FCT,Kano,4G,85.38,210.53,5,94.08356481481482,Critical Risk,0.49642912281997054,Medium,42063
POR-9417,Airtel,Sokoto,Port Harcourt,3G,91.77,118.51,2,58.28310185185186,Medium Risk,0.49642771474583164,Medium,42064
WAR-6351,9mobile,Delta,Warri,4G,95.5,123.97999999999999,5,14.34976851851853,Low Risk,0.49642563319227095,Medium,42065
ILO-7749,Glo,Kano,Ilorin,4G,92.57,169.2,5,36.75833333333334,Medium Risk,0.4964253606636587,Medium,42066
KAD-2714,Airtel,Nasarawa,Kaduna,4G,99.45,205.48999999999998,2,48.408449074074056,Medium Risk,0.49642480372263803,Medium,42067
JOS-3162,Airtel,Enugu,Jos,3G,93.81,308.02,8,64.48348765432098,High Risk,0.49642445748103936,Medium,42068
ILO-9195,9mobile,Edo,Ilorin,4G,99.03,114.19,5,31.991550925925928,Medium Risk,0.4964237082701353,Medium,42069
KAN-8891,9mobile,Bauchi,Kano,4G,99.53,416.16999999999996,7,57.09483024691357,Medium Risk,0.49642323519321035,Medium,42070
ENU-6498,MTN,Kebbi,Enugu,4G,92.32,110.59,1,55.89976851851852,Medium Risk,0.4964225663917397,Medium,42071
JOS-2614,MTN,FCT,Jos,3G,96.84,45.5,2,10.532870370370365,Low Risk,0.4964221415531471,Medium,42072
ONI-2976,9mobile,Gombe,Onitsha,5G,92.17,112.75,0,70.79976851851852,High Risk,0.4964213472149762,Medium,42073
KAN-7689,MTN,FCT,Kano,3G,86.2,198.72,1,85.3,Critical Risk,0.49641862533914716,Medium,42074
KAD-4473,MTN,Akwa Ibom,Kaduna,4G,94.43,80.21,5,54.21689814814814,Medium Risk,0.49641853487303655,Medium,42075
ENU-6684,9mobile,Delta,Enugu,3G,86.52,194.11,0,92.63310185185186,Critical Risk,0.49641824448620564,Medium,42076
ABA-3179,Airtel,Enugu,Aba,4G,97.71,32.98,4,7.633796296296305,Low Risk,0.49641820943204074,Medium,42077
ABA-5071,9mobile,Yobe,Aba,4G,90.44,137.66,1,66.96620370370371,High Risk,0.4964180395035892,Medium,42078
BEN-7865,Airtel,Rivers,Benin City,3G,99.9,1.44,0,0.33333333333332327,Low Risk,0.4964177451989355,Medium,42079
ONI-8925,Glo,Benue,Onitsha,4G,92.09,113.9,0,63.81620370370369,High Risk,0.49641750861457656,Medium,42080
KAN-6059,MTN,Ogun,Kano,4G,85.45,209.52,4,95.0,Critical Risk,0.4964160052561824,Medium,42081
BEN-9808,Airtel,Benue,Benin City,4G,97.2,40.32,1,9.333333333333327,Low Risk,0.496414207508136,Medium,42082
IBA-4388,MTN,Enugu,Ibadan,4G,98.84,16.7,5,3.866203703703699,Low Risk,0.4964136812218236,Medium,42083
IBA-8034,Glo,Bayelsa,Ibadan,4G,97.02,42.91,4,9.933101851851857,Low Risk,0.49641333957088246,Medium,42084
LAG-3726,Airtel,Kano,Lagos,4G,97.12,41.47,3,9.59976851851851,Low Risk,0.49641318294528547,Medium,42085
ILO-7760,Glo,Ekiti,Ilorin,3G,89.37,153.07,4,75.23310185185184,Critical Risk,0.49641239636777273,Medium,42086
ENU-1340,MTN,Lagos,Enugu,3G,89.82,146.59,4,77.18310185185186,Critical Risk,0.49641197209003396,Medium,42087
ILO-9229,Glo,Ebonyi,Ilorin,3G,93.56,92.74,3,58.967129629629625,Medium Risk,0.49640823371807025,Medium,42088
IBA-7245,MTN,Ogun,Ibadan,3G,90.24,140.54,3,80.33287037037039,Critical Risk,0.4964076960803823,Medium,42089
KAD-9284,Glo,Nasarawa,Kaduna,5G,95.49,64.94,5,15.032870370370377,Low Risk,0.4964074417204274,Medium,42090
WAR-8061,Airtel,Kwara,Warri,4G,90.69,134.06,2,77.28287037037038,Critical Risk,0.4964073804997127,Medium,42091
ABE-2161,9mobile,Imo,Abeokuta,3G,90.82,283.82,9,68.14976851851853,High Risk,0.4964063744459084,Medium,42092
JOS-4940,MTN,Abia,Jos,4G,93.57,92.59,3,70.13310185185186,High Risk,0.4964063604642277,Medium,42093
LAG-3636,Airtel,Kano,Lagos,4G,90.49,136.94,2,61.29953703703704,High Risk,0.4964062620541838,Medium,42094
JOS-5762,MTN,Niger,Jos,5G,96.67,47.95,4,11.099768518518516,Low Risk,0.4964051764246599,Medium,42095
ABA-3637,9mobile,Ogun,Aba,3G,94.63,77.33,2,64.15023148148148,High Risk,0.49640398886651543,Medium,42096
KAN-4357,Glo,Bayelsa,Kano,4G,96.18,55.01,1,12.733564814814805,Low Risk,0.4964034558041702,Medium,42097
ABU-2283,Airtel,Kogi,Abuja,2G,94.4,80.64,5,65.36666666666666,High Risk,0.4964030310548369,Medium,42098
JOS-6141,Airtel,Kogi,Jos,4G,98.0,28.8,4,6.666666666666665,Low Risk,0.4964023812281145,Medium,42099
POR-4241,9mobile,Enugu,Port Harcourt,4G,92.23,111.89,5,65.60023148148147,High Risk,0.49639815683360333,Medium,42100
ILO-7695,MTN,Abia,Ilorin,3G,90.05,143.28,1,61.266666666666666,High Risk,0.49639766860033585,Medium,42101
ENU-9285,9mobile,Oyo,Enugu,2G,96.62,48.67,5,11.266435185185179,Low Risk,0.49639687815314326,Medium,42102
ABA-7741,MTN,Ebonyi,Aba,4G,94.73,75.89,4,66.11689814814814,High Risk,0.4963964503264321,Medium,42103
CAL-8116,Airtel,Anambra,Calabar,3G,93.99,86.54,1,69.78287037037039,High Risk,0.4963964289614826,Medium,42104
IBA-1771,Airtel,Kebbi,Ibadan,4G,99.64,72.86,0,5.622067901234567,Low Risk,0.49639320948140847,Medium,42105
BEN-4272,Airtel,Delta,Benin City,3G,99.96,0.58,0,0.1337962962963056,Low Risk,0.4963925549026179,Medium,42106
CAL-6746,MTN,Abia,Calabar,4G,85.48,209.09,4,98.10023148148149,Critical Risk,0.4963921812342358,Medium,42107
ABE-8330,9mobile,Bauchi,Abeokuta,4G,90.4,138.24,4,80.65,Critical Risk,0.4963908385577123,Medium,42108
JOS-1924,Glo,Cross River,Jos,4G,94.41,80.5,0,55.08379629629629,Medium Risk,0.4963899516723842,Medium,42109
ILO-5804,9mobile,Nasarawa,Ilorin,2G,92.45,108.72,5,62.516666666666666,High Risk,0.49638897600777016,Medium,42110
LAG-4341,9mobile,Kogi,Lagos,3G,89.4,152.64,3,75.23333333333332,Critical Risk,0.49638843533838495,Medium,42111
JOS-9809,Glo,Kebbi,Jos,4G,86.65,297.65,2,72.77511574074073,High Risk,0.4963883784999015,Medium,42112
ABA-3353,Airtel,Ogun,Aba,3G,90.74,133.34,2,75.41620370370372,Critical Risk,0.49638721735452696,Medium,42113
POR-7419,MTN,Ogun,Port Harcourt,3G,88.46,166.18,5,66.51712962962964,High Risk,0.49638701801507046,Medium,42114
KAD-1620,Glo,Ekiti,Kaduna,3G,88.3,298.08,7,69.19999999999999,High Risk,0.49638678229674904,Medium,42115
LAG-2910,Airtel,Cross River,Lagos,4G,90.54,136.22,1,75.18287037037035,Critical Risk,0.4963863904816746,Medium,42116
ILO-2189,9mobile,Borno,Ilorin,4G,90.9,131.04,1,78.08333333333333,Critical Risk,0.4963847855973481,Medium,42117
KAD-1444,9mobile,Bayelsa,Kaduna,3G,88.46,189.94,9,40.53356481481481,Medium Risk,0.49638417527266504,Medium,42118
JOS-1566,9mobile,Kano,Jos,4G,98.35,23.76,1,5.500000000000011,Low Risk,0.49638385827778664,Medium,42119
ILO-9938,9mobile,Enugu,Ilorin,4G,94.1,84.96,0,58.81666666666667,Medium Risk,0.49638258529845586,Medium,42120
ENU-8639,9mobile,Abia,Enugu,3G,97.23,39.89,2,9.233564814814809,Low Risk,0.49638218577171767,Medium,42121
CAL-3041,9mobile,Kogi,Calabar,2G,94.74,116.19999999999999,3,35.949537037037025,Medium Risk,0.49638131484087566,Medium,42122
WAR-2007,MTN,Akwa Ibom,Warri,3G,95.3,67.68,1,15.666666666666673,Low Risk,0.4963808914094826,Medium,42123
JOS-7414,9mobile,Bauchi,Jos,4G,90.76,133.06,1,74.50046296296296,Critical Risk,0.4963807294220548,Medium,42124
ONI-1692,MTN,Delta,Onitsha,4G,92.4,109.44,0,56.88333333333333,Medium Risk,0.4963803590100719,Medium,42125
ONI-7743,Glo,Enugu,Onitsha,4G,86.93,188.21,0,73.16689814814814,High Risk,0.4963786580718446,Medium,42126
KAD-5127,Glo,Gombe,Kaduna,4G,95.54,64.22,3,14.866203703703693,Low Risk,0.49637828677627527,Medium,42127
ENU-9621,Airtel,Bauchi,Enugu,4G,91.22,219.45,8,67.84965277777778,High Risk,0.4963771007210628,Medium,42128
KAN-8316,Airtel,Ebonyi,Kano,3G,90.0,292.9,5,62.80023148148148,High Risk,0.4963764008630571,Medium,42129
KAN-8239,9mobile,Cross River,Kano,2G,98.44,119.94999999999999,4,37.833217592592575,Medium Risk,0.49637622964401434,Medium,42130
IBA-2287,MTN,Sokoto,Ibadan,3G,98.94,15.26,2,3.5328703703703725,Low Risk,0.49637600135174104,Medium,42131
KAN-5587,Glo,Sokoto,Kano,4G,88.25,169.2,4,77.71666666666667,Critical Risk,0.4963757329934369,Medium,42132
BEN-9282,Airtel,Rivers,Benin City,4G,92.46,108.58,2,57.28379629629631,Medium Risk,0.4963753151556908,Medium,42133
ENU-6560,9mobile,Abia,Enugu,4G,85.14,395.71,6,55.11658950617285,Medium Risk,0.49637465668488895,Medium,42134
ABU-1440,9mobile,Taraba,Abuja,4G,92.82,103.39,3,52.83310185185186,Medium Risk,0.49637429747097234,Medium,42135
ENU-1431,Glo,Ekiti,Enugu,4G,90.0,377.42,7,67.2554012345679,High Risk,0.4963738763547483,Medium,42136
ILO-4278,MTN,Ogun,Ilorin,3G,95.95,58.32,1,13.499999999999995,Low Risk,0.49637142604082257,Medium,42137
KAN-1288,Airtel,Plateau,Kano,4G,94.82,74.59,4,48.5664351851852,Medium Risk,0.49637130457870826,Medium,42138
ABU-4792,9mobile,Kogi,Abuja,3G,88.91,318.53,5,78.3917824074074,Critical Risk,0.4963707562677761,Medium,42139
POR-2046,Glo,Yobe,Port Harcourt,4G,91.26,125.86,4,63.73379629629628,High Risk,0.49637023017376714,Medium,42140
CAL-7583,Airtel,Kogi,Calabar,3G,99.9,1.44,0,0.33333333333332327,Low Risk,0.49636973944518586,Medium,42141
ILO-6135,Glo,FCT,Ilorin,4G,90.24,140.54,5,67.83287037037039,High Risk,0.4963687260350635,Medium,42142
KAD-9101,Airtel,Katsina,Kaduna,4G,88.68,163.01,5,73.3335648148148,High Risk,0.49636842168963125,Medium,42143
ABA-6464,Airtel,Edo,Aba,2G,96.77,117.5,5,13.599768518518541,Low Risk,0.49636772017498637,Medium,42144
ILO-9865,MTN,FCT,Ilorin,4G,98.86,16.42,3,3.8004629629629654,Low Risk,0.4963667393516483,Medium,42145
LAG-7807,Airtel,Kano,Lagos,2G,93.37,210.38,6,42.14984567901235,Medium Risk,0.4963664142372202,Medium,42146
ONI-2852,Glo,Kebbi,Onitsha,4G,85.3,284.54,4,77.55810185185184,Critical Risk,0.4963655470404757,Medium,42147
JOS-9619,MTN,FCT,Jos,3G,86.16,199.3,1,84.2337962962963,Critical Risk,0.4963645616396638,Medium,42148
ABA-7954,Airtel,Sokoto,Aba,4G,94.51,79.06,2,51.95046296296295,Medium Risk,0.49636446764385794,Medium,42149
JOS-1137,Glo,Benue,Jos,3G,91.22,223.49,5,64.2917824074074,High Risk,0.4963636316517366,Medium,42150
KAD-1235,9mobile,Abia,Kaduna,5G,96.16,55.3,3,12.800462962962966,Low Risk,0.496363088682522,Medium,42151
KAD-5424,MTN,Nasarawa,Kaduna,2G,99.76,3.46,0,0.8004629629629549,Low Risk,0.49636267276177093,Medium,42152
KAD-8356,9mobile,FCT,Kaduna,4G,87.2,184.32,1,72.61666666666666,High Risk,0.49636235660250283,Medium,42153
CAL-9820,Glo,Kano,Calabar,4G,86.04,201.02,1,80.63287037037036,Critical Risk,0.49636097968121584,Medium,42154
ONI-2335,Airtel,Niger,Onitsha,3G,93.87,96.19,5,26.3832175925926,Medium Risk,0.4963601538112608,Medium,42155
BEN-5833,9mobile,FCT,Benin City,4G,90.82,132.19,2,61.04976851851853,High Risk,0.49635974889956314,Medium,42156
POR-3788,Airtel,Borno,Port Harcourt,4G,94.63,77.33,4,65.30023148148149,High Risk,0.49635971857688094,Medium,42157
ILO-8431,Glo,Kogi,Ilorin,4G,92.23,111.89,3,55.05023148148147,Medium Risk,0.49635942945477673,Medium,42158
ABE-3585,Airtel,Akwa Ibom,Abeokuta,3G,85.9,326.45,1,45.75563271604939,Medium Risk,0.4963575288180062,Medium,42159
ABA-8749,9mobile,Bayelsa,Aba,3G,92.57,141.41,6,38.06678240740741,Medium Risk,0.496356752624668,Medium,42160
IBA-7615,Glo,Bayelsa,Ibadan,4G,95.16,206.07,3,38.975347222222226,Medium Risk,0.49635659623143513,Medium,42161
KAN-5363,Airtel,Ogun,Kano,3G,85.83,204.05,3,85.98356481481481,Critical Risk,0.4963544065057763,Medium,42162
KAD-3415,MTN,Delta,Kaduna,4G,99.68,4.61,0,1.0668981481481365,Low Risk,0.4963540085533239,Medium,42163
ABA-5358,Glo,Edo,Aba,4G,87.67,177.55,1,68.59976851851852,High Risk,0.4963537331240836,Medium,42164
KAD-1536,Glo,Gombe,Kaduna,4G,95.59,63.5,3,14.69953703703703,Low Risk,0.4963508869769954,Medium,42165
CAL-9545,Airtel,Niger,Calabar,5G,95.84,59.9,5,13.866203703703697,Low Risk,0.4963499439939054,Medium,42166
ONI-5480,Airtel,Delta,Onitsha,4G,96.91,44.5,3,10.300462962962968,Low Risk,0.49634896055813177,Medium,42167
KAN-2652,Glo,Edo,Kano,4G,90.72,214.13,6,57.45844907407407,Medium Risk,0.496348646937652,Medium,42168
WAR-7368,9mobile,Oyo,Warri,4G,85.27,212.11,0,79.39976851851853,Critical Risk,0.49634745712189915,Medium,42169
ILO-3962,9mobile,Kogi,Ilorin,4G,99.18,124.85000000000001,2,36.50011574074073,Medium Risk,0.49634744375942697,Medium,42170
WAR-4874,MTN,Gombe,Warri,3G,97.12,102.53,8,11.866782407407412,Low Risk,0.49634592566133795,Medium,42171
BEN-2368,9mobile,Ebonyi,Benin City,4G,85.2,309.31,4,74.44988425925926,Critical Risk,0.49634562237907465,Medium,42172
ILO-5226,MTN,FCT,Ilorin,4G,98.9,15.84,3,3.6666666666666563,Low Risk,0.496345077184162,Medium,42173
IBA-7116,Airtel,Bayelsa,Ibadan,4G,93.84,88.7,0,55.38287037037036,Medium Risk,0.49634432723141614,Medium,42174
ABE-4810,9mobile,Bayelsa,Abeokuta,3G,85.69,206.06,0,78.99953703703704,Critical Risk,0.4963414459323258,Medium,42175
ONI-2410,9mobile,Benue,Onitsha,5G,98.29,24.62,1,5.699537037037026,Low Risk,0.49634069014145205,Medium,42176
CAL-7028,MTN,Kebbi,Calabar,2G,95.34,67.1,5,15.532870370370363,Low Risk,0.4963402644611911,Medium,42177
ENU-5929,9mobile,Niger,Enugu,4G,90.36,138.82,1,67.63379629629628,High Risk,0.49633927214023527,Medium,42178
ILO-9648,MTN,Anambra,Ilorin,3G,97.19,190.36,3,36.532870370370375,Medium Risk,0.49633867928603226,Medium,42179
KAN-7061,MTN,Ebonyi,Kano,3G,88.82,160.99,3,71.3164351851852,High Risk,0.49633795969891636,Medium,42180
ILO-4408,Airtel,Plateau,Ilorin,4G,92.35,110.16,3,53.600000000000016,Medium Risk,0.49633792510695973,Medium,42181
ENU-9203,9mobile,Gombe,Enugu,4G,93.56,92.74,1,65.91712962962963,High Risk,0.49633543675627256,Medium,42182
KAD-1393,Airtel,Delta,Kaduna,4G,88.42,166.75,0,81.39976851851851,Critical Risk,0.4963349226495849,Medium,42183
LAG-9968,MTN,Enugu,Lagos,4G,85.08,214.85,4,88.23356481481481,Critical Risk,0.49633381528150583,Medium,42184
ILO-9412,9mobile,FCT,Ilorin,2G,95.39,66.38,5,15.366203703703704,Low Risk,0.4963335134328517,Medium,42185
