row_id,tower_id,obs_date,operator,city,state,uptime_percentage,downtime_minutes,outage_count,outage_reason,network_type,avg_users_affected,outage_severity,reliability_status,high_risk_flag,downtime_hours,observation_month,day_of_week
84277,ILO-3385,2025-09-02,Airtel,Ilorin,Delta,89.09,157.10,3,equipment_fault,4G,297,High,Poor,1,2.62,Sep,Tuesday
84278,ABA-5178,2025-09-26,MTN,Aba,Jigawa,85.06,215.14,0,equipment_fault,5G,248,High,Poor,1,3.59,Sep,Friday
84279,ONI-3115,2025-09-18,9mobile,Onitsha,Bayelsa,89.52,150.91,2,equipment_fault,4G,377,High,Poor,1,2.52,Sep,Thursday
62944,WAR-3211,2025-09-25,MTN,Warri,Niger,90.99,129.74,0,power_failure,3G,345,High,Fair,1,2.16,Sep,Thursday
62946,ENU-6682,2025-09-10,MTN,Enugu,Kano,85.46,209.38,2,power_failure,4G,75,High,Poor,1,3.49,Sep,Wednesday
62949,IBA-5278,2025-09-26,MTN,Ibadan,Ondo,88.48,165.89,5,power_failure,3G,100,High,Poor,1,2.76,Sep,Friday
62950,ABU-2131,2025-09-24,MTN,Abuja,Imo,89.40,152.64,2,weather,3G,155,High,Poor,1,2.54,Sep,Wednesday
73676,LAG-4503,2025-09-28,9mobile,Lagos,Taraba,95.46,65.38,0,unknown,4G,0,Medium,Good,0,1.09,Sep,Sunday
62951,BEN-9999,2025-10-01,9mobile,Benin City,FCT,86.00,201.60,0,power_failure,4G,327,High,Poor,1,3.36,Oct,Wednesday
62952,BEN-1157,2025-10-01,Airtel,Benin City,Bauchi,94.66,76.90,2,power_failure,4G,375,Medium,Fair,0,1.28,Oct,Wednesday
62953,ENU-7173,2025-09-16,MTN,Enugu,Cross River,88.84,160.70,5,equipment_fault,4G,401,High,Poor,1,2.68,Sep,Tuesday
62954,ABA-4985,2025-09-18,Glo,Aba,Cross River,91.83,117.65,2,power_failure,4G,477,Medium,Fair,0,1.96,Sep,Thursday
62955,ABE-8954,2025-09-16,9mobile,Abeokuta,Niger,91.72,119.23,5,weather,5G,50,High,Fair,1,1.99,Sep,Tuesday
62956,WAR-1358,2025-09-24,Airtel,Warri,Kebbi,88.61,164.02,1,power_failure,3G,94,High,Poor,1,2.73,Sep,Wednesday
62957,JOS-8775,2025-09-22,Glo,Jos,Edo,92.87,102.67,4,equipment_fault,2G,277,High,Fair,1,1.71,Sep,Monday
62958,CAL-9960,2025-09-22,MTN,Calabar,Akwa Ibom,91.66,120.10,4,maintenance,4G,206,High,Fair,1,2.00,Sep,Monday
62960,KAD-9301,2025-09-03,Airtel,Kaduna,Ogun,85.93,202.61,2,weather,3G,226,High,Poor,1,3.38,Sep,Wednesday
62964,ONI-7169,2025-09-15,Glo,Onitsha,Yobe,92.40,109.44,3,weather,4G,314,Medium,Fair,0,1.82,Sep,Monday
62967,KAN-9975,2025-09-03,MTN,Kano,Ondo,92.17,112.75,2,maintenance,3G,105,Medium,Fair,0,1.88,Sep,Wednesday
62969,IBA-8013,2025-10-01,MTN,Ibadan,Yobe,89.90,145.44,5,power_failure,4G,251,High,Poor,1,2.42,Oct,Wednesday
62970,ABA-1648,2025-09-29,Glo,Aba,Cross River,86.76,190.66,4,power_failure,3G,354,High,Poor,1,3.18,Sep,Monday
62972,ILO-8256,2025-09-08,MTN,Ilorin,Borno,86.97,187.63,1,maintenance,3G,352,High,Poor,1,3.13,Sep,Monday
62973,BEN-5224,2025-10-01,MTN,Benin City,Kebbi,93.73,90.29,4,power_failure,3G,126,High,Fair,1,1.50,Oct,Wednesday
84282,IBA-3330,2025-09-25,MTN,Ibadan,Edo,91.93,116.21,0,power_failure,4G,66,Medium,Fair,0,1.94,Sep,Thursday
84285,LAG-1856,2025-09-14,Glo,Lagos,Kano,90.37,138.67,4,power_failure,4G,309,High,Fair,1,2.31,Sep,Sunday
37956,KAD-1880,2025-09-30,9mobile,Kaduna,Edo,87.44,180.86,4,equipment_fault,3G,406,High,Poor,1,3.01,Sep,Tuesday
37957,KAN-4335,2025-09-20,MTN,Kano,Edo,87.65,177.84,5,equipment_fault,4G,236,High,Poor,1,2.96,Sep,Saturday
37958,BEN-5242,2025-09-06,Glo,Benin City,Kano,88.65,163.44,0,maintenance,3G,165,High,Poor,1,2.72,Sep,Saturday
37960,ONI-5125,2025-10-01,MTN,Onitsha,Rivers,85.16,213.70,2,power_failure,3G,452,High,Poor,1,3.56,Oct,Wednesday
37961,JOS-5466,2025-09-14,Airtel,Jos,Edo,86.81,189.94,2,weather,4G,384,High,Poor,1,3.17,Sep,Sunday
37962,ILO-4600,2025-09-02,Glo,Ilorin,Kano,87.71,176.98,1,equipment_fault,5G,322,High,Poor,1,2.95,Sep,Tuesday
37964,ABU-4839,2025-09-09,MTN,Abuja,Jigawa,94.64,77.18,3,weather,4G,297,Medium,Fair,0,1.29,Sep,Tuesday
37965,ILO-8083,2025-09-30,MTN,Ilorin,Cross River,85.93,202.61,0,power_failure,4G,206,High,Poor,1,3.38,Sep,Tuesday
37966,BEN-8894,2025-09-25,Glo,Benin City,Kogi,94.06,85.54,0,power_failure,3G,390,Medium,Fair,0,1.43,Sep,Thursday
37967,LAG-7241,2025-09-25,Glo,Lagos,Akwa Ibom,87.58,178.85,4,equipment_fault,3G,286,High,Poor,1,2.98,Sep,Thursday
37968,WAR-5030,2025-09-02,9mobile,Warri,Adamawa,90.87,131.47,3,power_failure,4G,399,High,Fair,1,2.19,Sep,Tuesday
37969,BEN-5352,2025-09-22,Glo,Benin City,Yobe,94.86,74.02,3,power_failure,4G,64,Medium,Fair,0,1.23,Sep,Monday
37971,POR-9877,2025-09-22,Airtel,Port Harcourt,Anambra,87.25,183.60,2,power_failure,4G,213,High,Poor,1,3.06,Sep,Monday
37972,ABU-1043,2025-09-01,Airtel,Abuja,Oyo,93.80,89.28,0,power_failure,3G,63,Medium,Fair,0,1.49,Sep,Monday
37973,JOS-7199,2025-09-09,Airtel,Jos,Gombe,86.28,197.57,4,power_failure,4G,116,High,Poor,1,3.29,Sep,Tuesday
37974,ABE-3253,2025-09-25,MTN,Abeokuta,Jigawa,88.32,168.19,1,equipment_fault,4G,211,High,Poor,1,2.80,Sep,Thursday
37976,KAN-6152,2025-09-09,Glo,Kano,Abia,88.75,162.00,5,power_failure,4G,146,High,Poor,1,2.70,Sep,Tuesday
37977,ENU-4203,2025-09-07,9mobile,Enugu,Kebbi,91.41,123.70,4,equipment_fault,4G,145,High,Fair,1,2.06,Sep,Sunday
37978,IBA-5117,2025-09-15,MTN,Ibadan,Imo,86.14,199.58,3,power_failure,4G,200,High,Poor,1,3.33,Sep,Monday
37979,JOS-7873,2025-09-16,MTN,Jos,Kano,89.49,151.34,3,equipment_fault,4G,152,High,Poor,1,2.52,Sep,Tuesday
37980,WAR-3072,2025-09-16,MTN,Warri,Kaduna,91.99,115.34,0,equipment_fault,4G,227,Medium,Fair,0,1.92,Sep,Tuesday
62974,ONI-4892,2025-09-11,9mobile,Onitsha,Delta,93.13,98.93,0,power_failure,3G,426,Medium,Fair,0,1.65,Sep,Thursday
62975,WAR-1330,2025-09-18,MTN,Warri,Nasarawa,87.06,186.34,1,maintenance,5G,354,High,Poor,1,3.11,Sep,Thursday
17662,ILO-3263,2025-09-03,9mobile,Ilorin,Benue,91.75,118.80,2,maintenance,3G,149,Medium,Fair,0,1.98,Sep,Wednesday
17663,ABA-4078,2025-09-30,9mobile,Aba,Katsina,90.58,135.65,5,equipment_fault,4G,124,High,Fair,1,2.26,Sep,Tuesday
17664,ABA-7682,2025-09-22,9mobile,Aba,Katsina,86.87,189.07,2,weather,3G,284,High,Poor,1,3.15,Sep,Monday
17668,ILO-3268,2025-09-28,MTN,Ilorin,Plateau,86.64,192.38,4,power_failure,4G,458,High,Poor,1,3.21,Sep,Sunday
17669,CAL-8014,2025-09-02,9mobile,Calabar,Edo,87.81,175.54,2,power_failure,4G,88,High,Poor,1,2.93,Sep,Tuesday
17670,BEN-6102,2025-09-03,9mobile,Benin City,Benue,88.74,162.14,3,maintenance,4G,84,High,Poor,1,2.70,Sep,Wednesday
17671,JOS-8657,2025-09-05,MTN,Jos,Borno,88.87,160.27,2,fiber_cut,4G,411,High,Poor,1,2.67,Sep,Friday
17675,ONI-2856,2025-10-01,Airtel,Onitsha,Abia,89.43,152.21,3,power_failure,4G,460,High,Poor,1,2.54,Oct,Wednesday
17676,BEN-4870,2025-09-20,Airtel,Benin City,Imo,90.00,144.00,4,power_failure,3G,475,High,Fair,1,2.40,Sep,Saturday
17677,WAR-7369,2025-09-04,Glo,Warri,Bauchi,90.84,131.90,4,maintenance,3G,83,High,Fair,1,2.20,Sep,Thursday
17678,BEN-2439,2025-09-04,9mobile,Benin City,Adamawa,85.03,215.57,4,power_failure,4G,353,High,Poor,1,3.59,Sep,Thursday
17679,KAD-4331,2025-09-28,Glo,Kaduna,Borno,94.26,82.66,4,power_failure,3G,78,High,Fair,1,1.38,Sep,Sunday
17682,BEN-2418,2025-09-07,9mobile,Benin City,Oyo,86.05,200.88,0,fiber_cut,4G,259,High,Poor,1,3.35,Sep,Sunday
17683,POR-5461,2025-09-14,9mobile,Port Harcourt,FCT,93.09,99.50,4,power_failure,3G,385,High,Fair,1,1.66,Sep,Sunday
17686,KAD-9725,2025-09-21,9mobile,Kaduna,Kebbi,94.01,86.26,1,maintenance,4G,276,Medium,Fair,0,1.44,Sep,Sunday
37981,CAL-8098,2025-09-18,9mobile,Calabar,Cross River,85.45,209.52,5,power_failure,3G,479,High,Poor,1,3.49,Sep,Thursday
84286,ABA-2579,2025-09-02,Airtel,Aba,Enugu,91.06,128.74,0,power_failure,4G,96,High,Fair,1,2.15,Sep,Tuesday
84287,WAR-7430,2025-09-20,9mobile,Warri,Benue,94.68,76.61,2,power_failure,3G,208,Medium,Fair,0,1.28,Sep,Saturday
84288,KAD-8209,2025-09-18,9mobile,Kaduna,Gombe,88.70,162.72,4,fiber_cut,4G,232,High,Poor,1,2.71,Sep,Thursday
84290,LAG-5459,2025-09-08,Airtel,Lagos,Bayelsa,87.27,183.31,4,power_failure,4G,302,High,Poor,1,3.06,Sep,Monday
84292,LAG-7481,2025-09-29,Glo,Lagos,Osun,94.28,82.37,2,power_failure,4G,113,Medium,Fair,0,1.37,Sep,Monday
84293,IBA-7219,2025-09-19,MTN,Ibadan,Ogun,87.29,183.02,3,fiber_cut,3G,209,High,Poor,1,3.05,Sep,Friday
84295,ABU-8062,2025-09-22,9mobile,Abuja,Katsina,89.41,152.50,0,maintenance,4G,241,High,Poor,1,2.54,Sep,Monday
84297,ABE-7779,2025-09-24,MTN,Abeokuta,Anambra,94.25,82.80,4,power_failure,5G,270,High,Fair,1,1.38,Sep,Wednesday
84298,CAL-9542,2025-09-06,9mobile,Calabar,Oyo,87.74,176.54,5,equipment_fault,3G,500,High,Poor,1,2.94,Sep,Saturday
84299,BEN-2190,2025-09-12,Airtel,Benin City,Ondo,94.24,82.94,2,power_failure,4G,500,Medium,Fair,0,1.38,Sep,Friday
84301,KAD-1888,2025-09-18,9mobile,Kaduna,Yobe,85.03,215.57,2,equipment_fault,4G,193,High,Poor,1,3.59,Sep,Thursday
84302,ABA-2095,2025-09-06,Glo,Aba,Ekiti,85.50,208.80,1,fiber_cut,3G,405,High,Poor,1,3.48,Sep,Saturday
84303,ABE-9272,2025-09-08,Glo,Abeokuta,FCT,92.75,104.40,0,power_failure,3G,70,Medium,Fair,0,1.74,Sep,Monday
84305,KAN-5582,2025-09-28,Glo,Kano,Kano,94.59,77.90,5,equipment_fault,4G,274,High,Fair,1,1.30,Sep,Sunday
84307,KAD-5128,2025-09-09,9mobile,Kaduna,Benue,92.75,104.40,5,power_failure,4G,145,High,Fair,1,1.74,Sep,Tuesday
84309,WAR-7560,2025-09-12,MTN,Warri,Akwa Ibom,89.81,146.74,5,equipment_fault,3G,410,High,Poor,1,2.45,Sep,Friday
84312,ILO-9514,2025-09-14,9mobile,Ilorin,Nasarawa,89.92,145.15,0,power_failure,4G,358,High,Poor,1,2.42,Sep,Sunday
84313,ILO-3857,2025-09-23,MTN,Ilorin,Sokoto,88.18,170.21,2,equipment_fault,4G,440,High,Poor,1,2.84,Sep,Tuesday
84315,POR-9589,2025-09-02,9mobile,Port Harcourt,Cross River,94.19,83.66,2,maintenance,4G,77,Medium,Fair,0,1.39,Sep,Tuesday
84316,JOS-5291,2025-09-27,9mobile,Jos,Ondo,88.38,167.33,5,maintenance,4G,116,High,Poor,1,2.79,Sep,Saturday
84318,ABU-7925,2025-09-21,MTN,Abuja,Borno,90.74,133.34,1,equipment_fault,4G,252,High,Fair,1,2.22,Sep,Sunday
84319,JOS-8795,2025-09-03,9mobile,Jos,Jigawa,92.42,109.15,2,power_failure,3G,185,Medium,Fair,0,1.82,Sep,Wednesday
37983,ENU-3602,2025-09-16,Airtel,Enugu,Kogi,86.29,197.42,5,weather,3G,124,High,Poor,1,3.29,Sep,Tuesday
37984,ABU-7507,2025-09-05,MTN,Abuja,Abia,90.37,138.67,2,power_failure,4G,235,High,Fair,1,2.31,Sep,Friday
37985,BEN-6266,2025-09-22,Airtel,Benin City,Kwara,94.04,85.82,1,equipment_fault,4G,89,Medium,Fair,0,1.43,Sep,Monday
73864,IBA-8196,2025-09-03,Airtel,Ibadan,Bayelsa,87.00,187.20,2,power_failure,4G,137,High,Poor,1,3.12,Sep,Wednesday
17688,POR-8619,2025-09-09,MTN,Port Harcourt,Ogun,89.20,155.52,1,power_failure,3G,247,High,Poor,1,2.59,Sep,Tuesday
17691,CAL-6570,2025-09-17,MTN,Calabar,Adamawa,86.16,199.30,2,fiber_cut,4G,283,High,Poor,1,3.32,Sep,Wednesday
17692,BEN-8808,2025-10-01,Airtel,Benin City,Sokoto,90.60,135.36,0,fiber_cut,5G,109,High,Fair,1,2.26,Oct,Wednesday
17693,BEN-7200,2025-09-03,Airtel,Benin City,Borno,88.97,158.83,4,equipment_fault,3G,172,High,Poor,1,2.65,Sep,Wednesday
17694,JOS-3521,2025-09-16,MTN,Jos,Cross River,86.66,192.10,0,power_failure,4G,234,High,Poor,1,3.20,Sep,Tuesday
17696,ABU-3633,2025-09-24,9mobile,Abuja,Yobe,90.72,133.63,0,maintenance,3G,83,High,Fair,1,2.23,Sep,Wednesday
17698,POR-5631,2025-09-06,MTN,Port Harcourt,Oyo,94.30,82.08,0,weather,4G,305,Medium,Fair,0,1.37,Sep,Saturday
17699,ONI-1665,2025-09-11,MTN,Onitsha,Borno,90.87,131.47,3,power_failure,4G,452,High,Fair,1,2.19,Sep,Thursday
17700,CAL-5203,2025-09-19,Airtel,Calabar,Abia,88.11,171.22,4,power_failure,4G,96,High,Poor,1,2.85,Sep,Friday
17701,KAN-4727,2025-09-05,Glo,Kano,Jigawa,90.50,136.80,3,power_failure,4G,237,High,Fair,1,2.28,Sep,Friday
62976,LAG-2016,2025-09-07,Airtel,Lagos,Borno,86.70,191.52,3,maintenance,4G,134,High,Poor,1,3.19,Sep,Sunday
62977,JOS-1291,2025-09-16,Airtel,Jos,Ogun,91.13,127.73,1,power_failure,3G,370,High,Fair,1,2.13,Sep,Tuesday
62978,KAN-4700,2025-09-13,9mobile,Kano,Bauchi,85.54,208.22,2,equipment_fault,4G,182,High,Poor,1,3.47,Sep,Saturday
62981,POR-9913,2025-09-21,9mobile,Port Harcourt,FCT,94.69,76.46,0,weather,3G,496,Medium,Fair,0,1.27,Sep,Sunday
62982,KAD-4072,2025-09-01,MTN,Kaduna,Ebonyi,89.06,157.54,3,power_failure,4G,102,High,Poor,1,2.63,Sep,Monday
62984,POR-1355,2025-09-11,Airtel,Port Harcourt,Oyo,93.54,93.02,5,equipment_fault,3G,260,High,Fair,1,1.55,Sep,Thursday
62985,BEN-6725,2025-09-20,MTN,Benin City,Rivers,88.23,169.49,4,equipment_fault,4G,481,High,Poor,1,2.82,Sep,Saturday
37986,WAR-3737,2025-09-11,9mobile,Warri,Cross River,91.27,125.71,1,power_failure,4G,477,High,Fair,1,2.10,Sep,Thursday
37987,ABA-2006,2025-09-27,Glo,Aba,Rivers,88.29,168.62,4,power_failure,4G,246,High,Poor,1,2.81,Sep,Saturday
37988,ABA-2907,2025-09-30,MTN,Aba,Gombe,86.86,189.22,3,power_failure,4G,439,High,Poor,1,3.15,Sep,Tuesday
37990,ABA-1174,2025-09-09,9mobile,Aba,Katsina,86.11,200.02,5,power_failure,3G,389,High,Poor,1,3.33,Sep,Tuesday
37991,POR-5546,2025-09-13,Airtel,Port Harcourt,Abia,86.89,188.78,1,equipment_fault,4G,448,High,Poor,1,3.15,Sep,Saturday
37992,BEN-5784,2025-09-03,Glo,Benin City,Oyo,89.32,153.79,5,power_failure,5G,108,High,Poor,1,2.56,Sep,Wednesday
37993,LAG-9620,2025-09-28,MTN,Lagos,Edo,86.69,191.66,5,fiber_cut,3G,230,High,Poor,1,3.19,Sep,Sunday
37994,ONI-6470,2025-09-19,Glo,Onitsha,Nasarawa,93.98,86.69,0,maintenance,2G,156,Medium,Fair,0,1.44,Sep,Friday
37996,POR-2044,2025-09-06,Airtel,Port Harcourt,Katsina,87.41,181.30,5,power_failure,4G,228,High,Poor,1,3.02,Sep,Saturday
37997,ABA-9243,2025-09-09,Glo,Aba,Lagos,89.06,157.54,1,equipment_fault,4G,207,High,Poor,1,2.63,Sep,Tuesday
37998,LAG-3861,2025-09-14,MTN,Lagos,Anambra,86.15,199.44,0,power_failure,4G,240,High,Poor,1,3.32,Sep,Sunday
38000,KAD-2681,2025-09-06,Glo,Kaduna,Gombe,93.63,91.73,2,power_failure,4G,468,Medium,Fair,0,1.53,Sep,Saturday
38001,ILO-9252,2025-09-09,9mobile,Ilorin,Kebbi,90.42,137.95,4,power_failure,3G,417,High,Fair,1,2.30,Sep,Tuesday
38003,ABA-9907,2025-09-08,Glo,Aba,Ondo,85.51,208.66,0,power_failure,4G,474,High,Poor,1,3.48,Sep,Monday
38004,BEN-4578,2025-09-23,Airtel,Benin City,Oyo,85.28,211.97,1,fiber_cut,4G,85,High,Poor,1,3.53,Sep,Tuesday
38005,WAR-5195,2025-09-09,9mobile,Warri,Kogi,94.47,79.63,2,equipment_fault,4G,319,Medium,Fair,0,1.33,Sep,Tuesday
38006,ABA-7525,2025-10-01,MTN,Aba,Adamawa,93.00,100.80,5,maintenance,4G,431,High,Fair,1,1.68,Oct,Wednesday
38007,ABU-9505,2025-09-12,Airtel,Abuja,Ogun,90.67,134.35,0,maintenance,3G,134,High,Fair,1,2.24,Sep,Friday
38010,LAG-6739,2025-09-12,Airtel,Lagos,Anambra,94.35,81.36,2,power_failure,4G,337,Medium,Fair,0,1.36,Sep,Friday
84321,JOS-4604,2025-09-01,MTN,Jos,Jigawa,93.64,91.58,4,power_failure,2G,463,High,Fair,1,1.53,Sep,Monday
84323,WAR-7374,2025-09-14,MTN,Warri,Gombe,88.88,160.13,1,equipment_fault,4G,494,High,Poor,1,2.67,Sep,Sunday
84324,ABU-1681,2025-09-15,Glo,Abuja,FCT,88.38,167.33,5,fiber_cut,4G,275,High,Poor,1,2.79,Sep,Monday
84325,KAD-5623,2025-09-24,Airtel,Kaduna,Taraba,86.75,190.80,1,equipment_fault,4G,206,High,Poor,1,3.18,Sep,Wednesday
84326,ENU-8931,2025-09-05,9mobile,Enugu,Akwa Ibom,88.88,160.13,3,power_failure,4G,184,High,Poor,1,2.67,Sep,Friday
84327,CAL-7471,2025-09-02,Glo,Calabar,Cross River,92.43,109.01,1,weather,4G,416,Medium,Fair,0,1.82,Sep,Tuesday
84330,ILO-3340,2025-09-28,Glo,Ilorin,Katsina,90.75,133.20,3,fiber_cut,4G,308,High,Fair,1,2.22,Sep,Sunday
62986,CAL-9818,2025-09-22,Airtel,Calabar,Ondo,88.58,164.45,4,power_failure,3G,252,High,Poor,1,2.74,Sep,Monday
62987,LAG-8733,2025-09-07,9mobile,Lagos,Kaduna,91.31,125.14,0,power_failure,4G,327,High,Fair,1,2.09,Sep,Sunday
62988,JOS-7817,2025-09-21,Airtel,Jos,Sokoto,92.89,102.38,2,equipment_fault,4G,478,Medium,Fair,0,1.71,Sep,Sunday
62989,ABE-4737,2025-09-09,MTN,Abeokuta,Katsina,88.02,172.51,4,fiber_cut,3G,481,High,Poor,1,2.88,Sep,Tuesday
62990,ILO-9581,2025-10-01,Glo,Ilorin,Taraba,91.25,126.00,3,weather,4G,470,High,Fair,1,2.10,Oct,Wednesday
62991,WAR-3539,2025-09-11,MTN,Warri,Gombe,94.17,83.95,0,equipment_fault,4G,297,Medium,Fair,0,1.40,Sep,Thursday
62994,LAG-8596,2025-09-12,Glo,Lagos,Ondo,90.23,140.69,2,equipment_fault,4G,201,High,Fair,1,2.34,Sep,Friday
62995,KAD-4024,2025-09-17,9mobile,Kaduna,Niger,92.04,114.62,4,fiber_cut,4G,152,High,Fair,1,1.91,Sep,Wednesday
62996,ABA-7977,2025-09-11,9mobile,Aba,Abia,90.03,143.57,5,equipment_fault,4G,84,High,Fair,1,2.39,Sep,Thursday
17702,WAR-4979,2025-09-21,9mobile,Warri,Kano,94.49,79.34,3,power_failure,5G,287,Medium,Fair,0,1.32,Sep,Sunday
17703,ABU-9635,2025-09-03,Glo,Abuja,Benue,92.49,108.14,3,power_failure,4G,255,Medium,Fair,0,1.80,Sep,Wednesday
17704,ABU-6364,2025-09-17,Glo,Abuja,Delta,89.85,146.16,1,power_failure,4G,78,High,Poor,1,2.44,Sep,Wednesday
17705,JOS-8280,2025-09-08,9mobile,Jos,Ogun,88.80,161.28,2,power_failure,5G,224,High,Poor,1,2.69,Sep,Monday
17706,KAD-1019,2025-09-15,MTN,Kaduna,Ogun,92.09,113.90,2,maintenance,4G,444,Medium,Fair,0,1.90,Sep,Monday
17707,ABA-4117,2025-09-01,9mobile,Aba,Nasarawa,88.68,163.01,3,fiber_cut,4G,437,High,Poor,1,2.72,Sep,Monday
17708,POR-5259,2025-09-12,9mobile,Port Harcourt,Kano,92.07,114.19,2,maintenance,3G,265,Medium,Fair,0,1.90,Sep,Friday
17709,ONI-1360,2025-09-22,9mobile,Onitsha,Edo,92.27,111.31,3,power_failure,4G,74,Medium,Fair,0,1.86,Sep,Monday
17711,LAG-2316,2025-09-25,Glo,Lagos,Niger,86.12,199.87,3,power_failure,4G,279,High,Poor,1,3.33,Sep,Thursday
17712,ABA-5128,2025-09-02,Airtel,Aba,Sokoto,93.14,98.78,3,weather,4G,134,Medium,Fair,0,1.65,Sep,Tuesday
17713,IBA-5397,2025-09-22,Glo,Ibadan,Yobe,91.79,118.22,1,power_failure,3G,290,Medium,Fair,0,1.97,Sep,Monday
17714,IBA-3882,2025-09-30,Glo,Ibadan,Ebonyi,85.92,202.75,5,power_failure,4G,295,High,Poor,1,3.38,Sep,Tuesday
17715,ABE-7807,2025-09-21,9mobile,Abeokuta,Ondo,93.36,95.62,1,equipment_fault,4G,184,Medium,Fair,0,1.59,Sep,Sunday
17716,ENU-1945,2025-09-14,MTN,Enugu,Sokoto,89.72,148.03,5,power_failure,4G,174,High,Poor,1,2.47,Sep,Sunday
17717,ABU-6173,2025-09-23,Airtel,Abuja,Osun,92.79,103.82,0,fiber_cut,4G,174,Medium,Fair,0,1.73,Sep,Tuesday
84331,ABU-8411,2025-09-19,MTN,Abuja,Borno,94.86,74.02,4,weather,4G,366,High,Fair,1,1.23,Sep,Friday
84332,KAD-6466,2025-09-25,Glo,Kaduna,Niger,87.31,182.74,4,equipment_fault,5G,180,High,Poor,1,3.05,Sep,Thursday
84333,POR-1477,2025-09-18,Airtel,Port Harcourt,Kogi,92.44,108.86,5,power_failure,3G,246,High,Fair,1,1.81,Sep,Thursday
84335,ABA-5359,2025-09-18,MTN,Aba,Edo,93.71,90.58,2,power_failure,3G,216,Medium,Fair,0,1.51,Sep,Thursday
84336,LAG-4126,2025-09-16,MTN,Lagos,Nasarawa,86.81,189.94,3,maintenance,4G,239,High,Poor,1,3.17,Sep,Tuesday
84337,WAR-4563,2025-09-23,Airtel,Warri,Bauchi,89.24,154.94,2,power_failure,4G,183,High,Poor,1,2.58,Sep,Tuesday
84338,ABU-5326,2025-09-15,Glo,Abuja,Cross River,92.91,102.10,0,power_failure,4G,317,Medium,Fair,0,1.70,Sep,Monday
84339,JOS-7737,2025-09-27,MTN,Jos,Gombe,88.07,171.79,1,power_failure,4G,260,High,Poor,1,2.86,Sep,Saturday
84341,JOS-5424,2025-09-28,MTN,Jos,Bayelsa,88.13,170.93,5,equipment_fault,3G,388,High,Poor,1,2.85,Sep,Sunday
84342,ENU-2767,2025-09-18,Airtel,Enugu,Sokoto,85.91,202.90,4,equipment_fault,4G,102,High,Poor,1,3.38,Sep,Thursday
84343,IBA-5047,2025-09-16,MTN,Ibadan,Benue,86.65,192.24,4,power_failure,3G,181,High,Poor,1,3.20,Sep,Tuesday
84344,POR-4250,2025-09-25,9mobile,Port Harcourt,Ogun,90.56,135.94,1,power_failure,3G,357,High,Fair,1,2.27,Sep,Thursday
84346,KAD-6365,2025-09-21,Glo,Kaduna,Benue,88.57,164.59,4,power_failure,3G,429,High,Poor,1,2.74,Sep,Sunday
17718,ABA-9174,2025-09-05,MTN,Aba,Gombe,93.20,97.92,3,weather,3G,424,Medium,Fair,0,1.63,Sep,Friday
17721,LAG-6320,2025-09-12,MTN,Lagos,Enugu,88.87,160.27,5,equipment_fault,3G,266,High,Poor,1,2.67,Sep,Friday
17724,ABA-7997,2025-09-26,Glo,Aba,Rivers,87.89,174.38,2,fiber_cut,4G,445,High,Poor,1,2.91,Sep,Friday
17725,BEN-5068,2025-09-13,MTN,Benin City,Cross River,86.18,199.01,2,power_failure,4G,187,High,Poor,1,3.32,Sep,Saturday
17726,POR-9639,2025-09-17,MTN,Port Harcourt,Plateau,90.51,136.66,3,power_failure,4G,195,High,Fair,1,2.28,Sep,Wednesday
17727,POR-3893,2025-09-04,9mobile,Port Harcourt,Ondo,91.41,123.70,0,power_failure,4G,291,High,Fair,1,2.06,Sep,Thursday
17729,JOS-1420,2025-09-28,Glo,Jos,Akwa Ibom,88.24,169.34,3,power_failure,4G,114,High,Poor,1,2.82,Sep,Sunday
17730,KAD-3284,2025-09-07,9mobile,Kaduna,Ebonyi,86.60,192.96,2,equipment_fault,4G,309,High,Poor,1,3.22,Sep,Sunday
17732,CAL-5871,2025-09-27,9mobile,Calabar,Kaduna,93.58,92.45,2,fiber_cut,4G,145,Medium,Fair,0,1.54,Sep,Saturday
17735,ONI-2313,2025-09-27,Glo,Onitsha,Anambra,91.74,118.94,3,power_failure,3G,402,Medium,Fair,0,1.98,Sep,Saturday
17737,CAL-7754,2025-09-02,9mobile,Calabar,Imo,86.94,188.06,0,weather,4G,147,High,Poor,1,3.13,Sep,Tuesday
62997,KAD-8067,2025-10-01,MTN,Kaduna,Ebonyi,94.94,72.86,3,maintenance,3G,484,Medium,Fair,0,1.21,Oct,Wednesday
62999,ABE-7781,2025-09-16,MTN,Abeokuta,Osun,88.40,167.04,5,weather,4G,182,High,Poor,1,2.78,Sep,Tuesday
63001,KAN-8672,2025-09-27,Airtel,Kano,Bauchi,87.52,179.71,2,power_failure,4G,445,High,Poor,1,3.00,Sep,Saturday
63002,JOS-2325,2025-09-26,Glo,Jos,Kebbi,90.41,138.10,4,power_failure,4G,362,High,Fair,1,2.30,Sep,Friday
63004,LAG-7734,2025-09-01,9mobile,Lagos,Borno,90.55,136.08,2,power_failure,4G,491,High,Fair,1,2.27,Sep,Monday
63005,CAL-8703,2025-09-07,Glo,Calabar,Ebonyi,92.40,109.44,5,equipment_fault,3G,276,High,Fair,1,1.82,Sep,Sunday
84350,IBA-1436,2025-09-13,Glo,Ibadan,Osun,86.75,190.80,5,equipment_fault,4G,207,High,Poor,1,3.18,Sep,Saturday
